toraid;tora_prefLabel;tora_altLabel;parish;hundred;tora_province;note;tora_note;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long;tora_coordinate_accuracy;tora_source;tora_source_url;toraid_url
3266;Lilla Krokek;;Ödeshög;Lysings h:d;Östergötland;;;6443994.4977;475127.6379;58.1366;14.5776;high;D10a:118-120, D10b:118-119;https://sok.riksarkivet.se/bildvisning/R0000166_00066, https://sok.riksarkivet.se/bildvisning/R0000167_00069;https://sok.riksarkivet.se/topografi/3266
3267;Stora Krokek;;Ödeshög;Lysings h:d;Östergötland;;;6443736.1184;475956.516;58.1343;14.5917;high;D10a:118-120, D10b:118-119;https://sok.riksarkivet.se/bildvisning/R0000166_00066, https://sok.riksarkivet.se/bildvisning/R0000167_00069;https://sok.riksarkivet.se/topografi/3267
3268;Stavreberg;;Ödeshög;Lysings h:d;Östergötland;;;6445525.4927;476129.4349;58.1504;14.5945;high;D10a:118-120, D10b:120;https://sok.riksarkivet.se/bildvisning/R0000166_00066, https://sok.riksarkivet.se/bildvisning/R0000167_00070;https://sok.riksarkivet.se/topografi/3268
3269;Harsbol;;Ödeshög;Lysings h:d;Östergötland;;;6446418.0835;478280.4434;58.1585;14.6309;high;D10a:121-129-130-132-153, D10b:121;https://sok.riksarkivet.se/bildvisning/R0000166_00069, https://sok.riksarkivet.se/bildvisning/R0000167_00070;https://sok.riksarkivet.se/topografi/3269
3270;Jusseryd;;Ödeshög;Lysings h:d;Östergötland;;;6448789.8558;478127.6871;58.1798;14.6281;high;D10a:122-124-133-136, D10b:122;https://sok.riksarkivet.se/bildvisning/R0000166_00067, https://sok.riksarkivet.se/bildvisning/R0000167_00071;https://sok.riksarkivet.se/topografi/3270
3271;Norra Bråten;;Ödeshög;Lysings h:d;Östergötland;;;6449438.3486;477750.9867;58.1856;14.6216;high;D10a:122-124-133-136, D10b:123;https://sok.riksarkivet.se/bildvisning/R0000166_00067, https://sok.riksarkivet.se/bildvisning/R0000167_00071;https://sok.riksarkivet.se/topografi/3271
3272;Rödebol;;Ödeshög;Lysings h:d;Östergötland;;;6449769.3691;478061.6119;58.1886;14.6269;high;D10a:122-124-133-136, D10b:124;https://sok.riksarkivet.se/bildvisning/R0000166_00067, https://sok.riksarkivet.se/bildvisning/R0000167_00072;https://sok.riksarkivet.se/topografi/3272
3273;Bankaby;;Ödeshög;Lysings h:d;Östergötland;;;6446434.1295;476733.6956;58.1586;14.6046;high;D10a:125-127-128, D10b:125;https://sok.riksarkivet.se/bildvisning/R0000166_00071, https://sok.riksarkivet.se/bildvisning/R0000167_00072;https://sok.riksarkivet.se/topografi/3273
3274;Glasfall;;Ödeshög;Lysings h:d;Östergötland;;;6442835.7402;476766.3802;58.1263;14.6055;high;D10a:126-141-144, D10b:126-127;https://sok.riksarkivet.se/bildvisning/R0000166_00069, https://sok.riksarkivet.se/bildvisning/R0000167_00073;https://sok.riksarkivet.se/topografi/3274
3275;Daglösa;;Ödeshög;Lysings h:d;Östergötland;;;6442714.1372;477421.2707;58.1252;14.6167;high;D10b:126-127;https://sok.riksarkivet.se/bildvisning/R0000167_00073;https://sok.riksarkivet.se/topografi/3275
3276;Bultsbol;;Ödeshög;Lysings h:d;Östergötland;;;6446965.7945;478106.9642;58.1634;14.6279;high;D10a:125-127-128, D10b:126-127;https://sok.riksarkivet.se/bildvisning/R0000166_00071, https://sok.riksarkivet.se/bildvisning/R0000167_00073;https://sok.riksarkivet.se/topografi/3276
3277;Gumby;;Ödeshög;Lysings h:d;Östergötland;;;6447726.9133;478265.0761;58.1703;14.6305;high;D10a:125-127-128, D10b:128;https://sok.riksarkivet.se/bildvisning/R0000166_00071, https://sok.riksarkivet.se/bildvisning/R0000167_00074;https://sok.riksarkivet.se/topografi/3277
3278;Kaxbol;Kapbol;Ödeshög;Lysings h:d;Östergötland;;;6447765.4238;479235.5764;58.1707;14.647;high;D10a:121-129-130-132-153, D10b:129;https://sok.riksarkivet.se/bildvisning/R0000166_00068, https://sok.riksarkivet.se/bildvisning/R0000167_00074;https://sok.riksarkivet.se/topografi/3278
3279;Klämmestorp;;Ödeshög;Lysings h:d;Östergötland;;;6445275.4309;478837.0179;58.1483;14.6405;high;D10a:121-129-130-132-153, D10b:130-131;https://sok.riksarkivet.se/bildvisning/R0000166_00068, https://sok.riksarkivet.se/bildvisning/R0000167_00075;https://sok.riksarkivet.se/topografi/3279
3280;Bodebol;;Ödeshög;Lysings h:d;Östergötland;;;6444525.4211;479816.8647;58.1416;14.6572;high;D10a:121-129-130-132-153, D10b:130-131;https://sok.riksarkivet.se/bildvisning/R0000166_00068, https://sok.riksarkivet.se/bildvisning/R0000167_00075;https://sok.riksarkivet.se/topografi/3280
3281;Tyrsabol;;Ödeshög;Lysings h:d;Östergötland;;;6447160.8390;478951.7827;58.1652;14.6423;high;D10a:121-129-130-132-153, D10b:132;https://sok.riksarkivet.se/bildvisning/R0000166_00069, https://sok.riksarkivet.se/bildvisning/R0000167_00076;https://sok.riksarkivet.se/topografi/3281
3282;Angseryd;;Ödeshög;Lysings h:d;Östergötland;;;6447957.1748;477261.8309;58.1723;14.6135;high;D10a:122-124-133-136, D10b:133;https://sok.riksarkivet.se/bildvisning/R0000166_00068, https://sok.riksarkivet.se/bildvisning/R0000167_00076;https://sok.riksarkivet.se/topografi/3282
3283;Siggeryd;;Ödeshög;Lysings h:d;Östergötland;;;6447285.5672;477063.1545;58.1662;14.6101;high;D10a:122-124-133-136, D10b:134-135;https://sok.riksarkivet.se/bildvisning/R0000166_00068, https://sok.riksarkivet.se/bildvisning/R0000167_00077;https://sok.riksarkivet.se/topografi/3283
3284;Sunneby;;Ödeshög;Lysings h:d;Östergötland;;;6448969.1426;478986.0484;58.1815;14.6427;high;D10a:122-124-133-136, D10b:134-135;https://sok.riksarkivet.se/bildvisning/R0000166_00067, https://sok.riksarkivet.se/bildvisning/R0000167_00077;https://sok.riksarkivet.se/topografi/3284
3285;Hålan;Hulan;Ödeshög;Lysings h:d;Östergötland;;;6447822.6491;477903.7711;58.1711;14.6244;high;D10a:122-124-133-136, D10b:136;https://sok.riksarkivet.se/bildvisning/R0000166_00068, https://sok.riksarkivet.se/bildvisning/R0000167_00078;https://sok.riksarkivet.se/topografi/3285
3286;Sjögetorp;;Ödeshög;Lysings h:d;Östergötland;;;6450630.1557;481432.0667;58.1965;14.6841;high;D10a:137-140-157, D10b:137;https://sok.riksarkivet.se/bildvisning/R0000166_00071, https://sok.riksarkivet.se/bildvisning/R0000167_00078;https://sok.riksarkivet.se/topografi/3286
3287;Sestorp;;Ödeshög;Lysings h:d;Östergötland;;;6450171.7128;479956.7609;58.1923;14.6591;high;D10a:97-138-139, D10b:138;https://sok.riksarkivet.se/bildvisning/R0000166_00056, https://sok.riksarkivet.se/bildvisning/R0000167_00079;https://sok.riksarkivet.se/topografi/3287
3288;Visjö;;Ödeshög;Lysings h:d;Östergötland;;;6450757.7978;480553.042;58.1976;14.6692;high;D10a:97-138-139, D10b:139;https://sok.riksarkivet.se/bildvisning/R0000166_00056, https://sok.riksarkivet.se/bildvisning/R0000167_00079;https://sok.riksarkivet.se/topografi/3288
3289;Kanikenäs;;Ödeshög;Lysings h:d;Östergötland;;;6449633.3719;481428.1999;58.1875;14.6842;high;D10a:137-140-157, D10b:140;https://sok.riksarkivet.se/bildvisning/R0000166_00071, https://sok.riksarkivet.se/bildvisning/R0000167_00080;https://sok.riksarkivet.se/topografi/3289
3290;Fogeryd;;Ödeshög;Lysings h:d;Östergötland;;;6442869.2240;478883.1186;58.1267;14.6415;high;D10a:126-141-144, D10b:141;https://sok.riksarkivet.se/bildvisning/R0000166_00069, https://sok.riksarkivet.se/bildvisning/R0000167_00080;https://sok.riksarkivet.se/topografi/3290
3291;Börstabol;;Ödeshög;Lysings h:d;Östergötland;;;6443772.4333;476714.2946;58.1347;14.6046;high;D10a:126-141-144, D10b:142;https://sok.riksarkivet.se/bildvisning/R0000166_00070, https://sok.riksarkivet.se/bildvisning/R0000167_00081;https://sok.riksarkivet.se/topografi/3291
3292;Tällekullen;;Ödeshög;Lysings h:d;Östergötland;;;6443410.3431;478242.9674;58.1315;14.6306;high;D10a:126-141-144, D10b:143;https://sok.riksarkivet.se/bildvisning/R0000166_00070, https://sok.riksarkivet.se/bildvisning/R0000167_00081;https://sok.riksarkivet.se/topografi/3292
3293;Gräsberg;;Ödeshög;Lysings h:d;Östergötland;;;6442007.3460;479926.2125;58.119;14.6593;high;D10a:126-141-144, D10b:144;https://sok.riksarkivet.se/bildvisning/R0000166_00070, https://sok.riksarkivet.se/bildvisning/R0000167_00082;https://sok.riksarkivet.se/topografi/3293
3294;Ugglehult;;Ödeshög;Lysings h:d;Östergötland;;;6442067.6376;480991.3247;58.1196;14.6773;high;D10a:145-148, D10b:145;https://sok.riksarkivet.se/bildvisning/R0000166_00072, https://sok.riksarkivet.se/bildvisning/R0000167_00082;https://sok.riksarkivet.se/topografi/3294
3295;Fagerhult;;Ödeshög;Lysings h:d;Östergötland;;;6443029.7472;479892.657;58.1282;14.6586;high;D10a:145-148, D10b:146;https://sok.riksarkivet.se/bildvisning/R0000166_00072, https://sok.riksarkivet.se/bildvisning/R0000167_00083;https://sok.riksarkivet.se/topografi/3295
3296;Skälaby;;Ödeshög;Lysings h:d;Östergötland;;;6447682.0697;480077.6278;58.17;14.6613;high;D10a:145-148, D10b:147;https://sok.riksarkivet.se/bildvisning/R0000166_00072, https://sok.riksarkivet.se/bildvisning/R0000167_00083;https://sok.riksarkivet.se/topografi/3296
3297;Sunnesjö;;Ödeshög;Lysings h:d;Östergötland;;;6448593.6555;480237.1602;58.1781;14.664;high;D10a:145-148, D10b:148;https://sok.riksarkivet.se/bildvisning/R0000166_00072, https://sok.riksarkivet.se/bildvisning/R0000167_00084;https://sok.riksarkivet.se/topografi/3297
3298;Västra Haddåsen;;Ödeshög;Lysings h:d;Östergötland;;;6440869.8414;478335.1231;58.1087;14.6324;high;D10a:149-152, D10b:149;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00084;https://sok.riksarkivet.se/topografi/3298
3299;Vantekullen;;Ödeshög;Lysings h:d;Östergötland;;;6440437.0235;477990.4891;58.1048;14.6266;high;D10a:149-152, D10b:150;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00085;https://sok.riksarkivet.se/topografi/3299
3300;Lilla Smedstorp;;Ödeshög;Lysings h:d;Östergötland;;;6439680.4735;478326.0431;58.098;14.6323;high;D10a:149-152, D10b:150;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00085;https://sok.riksarkivet.se/topografi/3300
3301;Östra Haddåsen;;Ödeshög;Lysings h:d;Östergötland;;;6440813.9851;478944.2421;58.1082;14.6427;high;D10a:149-152, D10b:151;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00085;https://sok.riksarkivet.se/topografi/3301
3302;Havrekullen;;Ödeshög;Lysings h:d;Östergötland;;;6441647.7580;477777.8312;58.1156;14.6228;high;D10a:149-152, D10b:151;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00085;https://sok.riksarkivet.se/topografi/3302
3303;Svinåsen;;Ödeshög;Lysings h:d;Östergötland;;;6441954.1791;477207.8045;58.1184;14.6131;high;D10a:149-152, D10b:152;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00086;https://sok.riksarkivet.se/topografi/3303
3304;Gyllinge;;Ödeshög;Lysings h:d;Östergötland;;;6440827.4681;475863.6556;58.1082;14.5904;high;D10a:153-156, D10b:153;https://sok.riksarkivet.se/bildvisning/R0000166_00074, https://sok.riksarkivet.se/bildvisning/R0000167_00086;https://sok.riksarkivet.se/topografi/3304
3305;Kulhult;;Ödeshög;Lysings h:d;Östergötland;;;6444965.7763;478108.3012;58.1455;14.6281;high;D10a:121-129-130-132-153, D10b:153;https://sok.riksarkivet.se/bildvisning/R0000166_00069, https://sok.riksarkivet.se/bildvisning/R0000167_00086;https://sok.riksarkivet.se/topografi/3305
3306;Kopparp;;Ödeshög;Lysings h:d;Östergötland;;;6441289.1871;475029.5168;58.1123;14.5762;high;D10a:154-155, D10b:154-155;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00087;https://sok.riksarkivet.se/topografi/3306
3307;Lakarp;;Ödeshög;Lysings h:d;Östergötland;;;6441130.8658;474477.4026;58.1108;14.5669;high;D10a:154-155, D10b:154-155;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00087;https://sok.riksarkivet.se/topografi/3307
3308;Öjan;;Ödeshög;Lysings h:d;Östergötland;;;6441533.7413;475825.809;58.1145;14.5897;high;D10a:154-155, D10b:154-155;https://sok.riksarkivet.se/bildvisning/R0000166_00075, https://sok.riksarkivet.se/bildvisning/R0000167_00087;https://sok.riksarkivet.se/topografi/3308
3309;Gåsabol;;Ödeshög;Lysings h:d;Östergötland;;;6441055.3582;477391.9452;58.1103;14.6163;high;D10a:153-156, D10b:156;https://sok.riksarkivet.se/bildvisning/R0000166_00074, https://sok.riksarkivet.se/bildvisning/R0000167_00088;https://sok.riksarkivet.se/topografi/3309
3310;Södra Bråten;;Ödeshög;Lysings h:d;Östergötland;;;6440224.7258;477429.922;58.1028;14.6171;high;D10a:153-156, D10b:156;https://sok.riksarkivet.se/bildvisning/R0000166_00074, https://sok.riksarkivet.se/bildvisning/R0000167_00088;https://sok.riksarkivet.se/topografi/3310
3311;Brodderyd;;Ödeshög;Lysings h:d;Östergötland;;;6452444.7431;480728.5714;58.2128;14.672;high;D10a:137-140-157, D10b:157;https://sok.riksarkivet.se/bildvisning/R0000166_00071, https://sok.riksarkivet.se/bildvisning/R0000167_00088;https://sok.riksarkivet.se/topografi/3311
3312;Åby;;Ödeshög;Lysings h:d;Östergötland;;Västra delen av Åby;6455116.7549;482022.7174;58.2368;14.6938;high;D10a:158-159, D10b:158-159;https://sok.riksarkivet.se/bildvisning/R0000166_00076, https://sok.riksarkivet.se/bildvisning/R0000167_00089;https://sok.riksarkivet.se/topografi/3312
3313;Granlidan;;Ödeshög;Lysings h:d;Östergötland;"missing på TK, """"Granliden"""" på HK";;6452103.7468;481739.7706;58.2097;14.6893;high;D10a:160, D10b:160;https://sok.riksarkivet.se/bildvisning/R0000166_00077, https://sok.riksarkivet.se/bildvisning/R0000167_00090;https://sok.riksarkivet.se/topografi/3313
3314;Stora Smedstorp;;Ödeshög;Lysings h:d;Östergötland;Endast koncept;;6441781.5155;476620.6899;58.1168;14.6032;high;D10a:153-156;https://sok.riksarkivet.se/bildvisning/R0000166_00074;https://sok.riksarkivet.se/topografi/3314
3315;Bastekullen;Bästekullen;Ödeshög;Lysings h:d;Östergötland;;missing på TK;6441458.8983;479878.9145;58.1141;14.6585;high;D10b:144;https://sok.riksarkivet.se/bildvisning/R0000167_00082;https://sok.riksarkivet.se/topografi/3315
3316;Svanshals;Svanhals prästgård;Svanshals;Lysings h:d;Östergötland;Prästgården har två åkrar E och F särskilt (utjordar?);;6464821.6354;488511.4776;58.3242;14.8039;high;D10a:13-14, D10b:14;https://sok.riksarkivet.se/bildvisning/R0000166_00008, https://sok.riksarkivet.se/bildvisning/R0000167_00012;https://sok.riksarkivet.se/topografi/3316
3317;Glänås;;Svanshals;Lysings h:d;Östergötland;;;6464697.0772;489811.304;58.3231;14.8261;high;D10a:15, D10b:15-16;https://sok.riksarkivet.se/bildvisning/R0000166_00009, https://sok.riksarkivet.se/bildvisning/R0000167_00013;https://sok.riksarkivet.se/topografi/3317
3318;Överby;;Svanshals;Lysings h:d;Östergötland;På TK beläget söder om;Kronoutjorden är inräknad med frälsegården. Skatteutjorden är bebyggd.;6464463.0483;489245.5029;58.321;14.8164;high;D10a:16-17, D10b:17;https://sok.riksarkivet.se/bildvisning/R0000166_00010, https://sok.riksarkivet.se/bildvisning/R0000167_00014;https://sok.riksarkivet.se/topografi/3318
3319;Ramstad;;Svanshals;Lysings h:d;Östergötland;"Ramstad på TKk beläget väst, nu vid """"Renstad""""";;6464218.6092;485585.9822;58.3187;14.754;high;D13:146-147, D10a:19-20, D10b:19-20;https://sok.riksarkivet.se/bildvisning/90003007_00098, https://sok.riksarkivet.se/bildvisning/R0000166_00012, https://sok.riksarkivet.se/bildvisning/R0000167_00015;https://sok.riksarkivet.se/topografi/3319
3320;Gottorp;;Svanshals;Lysings h:d;Östergötland;;;6463579.5866;485846.6914;58.313;14.7584;high;D10a:19-20, D10b:19-20, D13:146-147;https://sok.riksarkivet.se/bildvisning/R0000166_00012, https://sok.riksarkivet.se/bildvisning/R0000167_00015, https://sok.riksarkivet.se/bildvisning/90003007_00098;https://sok.riksarkivet.se/topografi/3320
3321;Kälkestad;Renstad;Svanshals;Lysings h:d;Östergötland;;Är avhyst på kartan 1683 då Renstad etableras på samma plats. Kälkestad finns på moderna kartor något väster om Disevidån. Brukar äng i Ramstadängen.;6464013.2903;486457.6002;58.3169;14.7688;high;D10b:18, D13:146-147;https://sok.riksarkivet.se/bildvisning/R0000167_00014, https://sok.riksarkivet.se/bildvisning/90003007_00098;https://sok.riksarkivet.se/topografi/3321
3322;Ås;Åsen;Svanshals;Lysings h:d;Östergötland;;;6464113.4027;486833.2729;58.3178;14.7753;high;D13:146-147, D10b:18;https://sok.riksarkivet.se/bildvisning/90003007_00098, https://sok.riksarkivet.se/bildvisning/R0000167_00014;https://sok.riksarkivet.se/topografi/3322
3323;Stora Yxnekulla;;Svanshals;Lysings h:d;Östergötland;;;6464054.1650;487258.5602;58.3173;14.7825;high;D10b:21;https://sok.riksarkivet.se/bildvisning/R0000167_00015;https://sok.riksarkivet.se/topografi/3323
3324;Lilla Yxnekulla;;Svanshals;Lysings h:d;Östergötland;;;6464171.7501;487663.1101;58.3183;14.7894;high;D10b:21;https://sok.riksarkivet.se/bildvisning/R0000167_00016;https://sok.riksarkivet.se/topografi/3324
3325;Vallby;;Svanshals;Lysings h:d;Östergötland;;;6464418.0365;491840.3487;58.3206;14.8607;high;D10b:22;https://sok.riksarkivet.se/bildvisning/R0000167_00016;https://sok.riksarkivet.se/topografi/3325
3326;Kullen;Lilla Kullen, Stora Kullen;Svanshals;Lysings h:d;Östergötland;;Skatteutjorden och frälseutjorden redovisas tillsammans. De två gårdarna senare kallade Lilla och Stora Kullen.;6462464.0740;490777.34;58.3031;14.8426;high;D10a:23-24, D10b:23-24;https://sok.riksarkivet.se/bildvisning/R0000166_00013, https://sok.riksarkivet.se/bildvisning/R0000167_00017;https://sok.riksarkivet.se/topografi/3326
3327;Strömmestad;;Svanshals;Lysings h:d;Östergötland;;;6462340.8867;491440.2653;58.302;14.854;high;D10a:23-24, D10b:23-24;https://sok.riksarkivet.se/bildvisning/R0000166_00013, https://sok.riksarkivet.se/bildvisning/R0000167_00017;https://sok.riksarkivet.se/topografi/3327
3328;Lorby;Stora Lorby;Svanshals;Lysings h:d;Östergötland;;;6464794.6334;491551.0298;58.324;14.8558;high;D10b:25;https://sok.riksarkivet.se/bildvisning/R0000167_00018;https://sok.riksarkivet.se/topografi/3328
3329;Hallberga;;Svanshals;Lysings h:d;Östergötland;;;6463412.3065;490844.3236;58.3116;14.8437;high;D10a:26, D10b:26;https://sok.riksarkivet.se/bildvisning/R0000166_00014, https://sok.riksarkivet.se/bildvisning/R0000167_00018;https://sok.riksarkivet.se/topografi/3329
3330;Särtshöga;;Svanshals;Lysings h:d;Östergötland;;;6464016.4601;489819.8319;58.317;14.8262;high;D10a:27, D10b:27;https://sok.riksarkivet.se/bildvisning/R0000166_00015, https://sok.riksarkivet.se/bildvisning/R0000167_00019;https://sok.riksarkivet.se/topografi/3330
3331;Solberga;;Svanshals;Lysings h:d;Östergötland;;;6463674.5746;488239.612;58.3139;14.7993;high;D10a:28-29, D10b:28;https://sok.riksarkivet.se/bildvisning/R0000166_00016, https://sok.riksarkivet.se/bildvisning/R0000167_00019;https://sok.riksarkivet.se/topografi/3331
3332;Lilla Solberga;;Svanshals;Lysings h:d;Östergötland;"Vid """"Kåretorp"""" på TK, missing på HK.";;6463276.8810;487880.4512;58.3103;14.7932;high;D10a:28-29, D10b:29;https://sok.riksarkivet.se/bildvisning/R0000166_00016, https://sok.riksarkivet.se/bildvisning/R0000167_00020;https://sok.riksarkivet.se/topografi/3332
3333;Kärr;;Svanshals;Lysings h:d;Östergötland;;;6460550.1569;489286.674;58.2859;14.8173;high;D10a:30-33, D10b:30;https://sok.riksarkivet.se/bildvisning/R0000166_00017, https://sok.riksarkivet.se/bildvisning/R0000167_00020;https://sok.riksarkivet.se/topografi/3333
3334;Tomta;;Svanshals;Lysings h:d;Östergötland;;;6460365.4097;489720.2293;58.2842;14.8247;high;D10a:30-33, D10b:31;https://sok.riksarkivet.se/bildvisning/R0000166_00017, https://sok.riksarkivet.se/bildvisning/R0000167_00021;https://sok.riksarkivet.se/topografi/3334
