toraid;tora_prefLabel;tora_altLabel;parish;hundred;tora_province;note;tora_note;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long;tora_coordinate_accuracy;tora_source;tora_source_url;toraid_url
11674;Norrbo;Norrbo prästgård;Norrbo;Norra kontrakt;Hälsingland;;;6858877.6518;586200.948;61.8529;16.638;high;V4b:5-6, HLa:4;https://sok.riksarkivet.se/bildvisning/R0000202_00045, https://sok.riksarkivet.se/bildvisning/R0000511_00005;https://sok.riksarkivet.se/topografi/11674
11675;Brunkängen;;Norrbo;Norra kontrakt;Hälsingland;Bodland utan bebyggelse;;6856389.5008;597956.1765;61.8277;16.8599;low;V4b:16;https://sok.riksarkivet.se/bildvisning/R0000202_00050;https://sok.riksarkivet.se/topografi/11675
11676;Sjövallen;;Norrbo;Norra kontrakt;Hälsingland;Bodland utan bebyggelse;;6856278.7980;598089.8949;61.8267;16.8624;low;V4b:16;https://sok.riksarkivet.se/bildvisning/R0000202_00050;https://sok.riksarkivet.se/topografi/11676
11677;Storängen;;Norrbo;Norra kontrakt;Hälsingland;;Storäng, saknar bebyggelse.;6855402.8511;594695.8814;61.8197;16.7975;high;V4b:13-14;https://sok.riksarkivet.se/bildvisning/R0000202_00049;https://sok.riksarkivet.se/topografi/11677
11678;Grundsjön;;Borgsjö;Medelpads fögderier;Medelpad;...föder 3 hestar, 16 nöt,15 får ...2 hästar 16 nöt, 12 får...;;6911079.2095;543434.6422;62.3287;15.8383;high;V1:76-77;https://sok.riksarkivet.se/bildvisning/R0000199_00047;https://sok.riksarkivet.se/topografi/11678
11679;Åcksjön;Oxsjövallen;Borgsjö;Medelpads fögderier;Medelpad;Numera Oxsjövallen, reg. efter M. Wedin;Numera Oxsjövallen;6945839.5955;551849.9339;62.6396;16.0112;low;V1:76-77;https://sok.riksarkivet.se/bildvisning/R0000199_00047;https://sok.riksarkivet.se/topografi/11679
11680;Julåsen;;Borgsjö;Medelpads fögderier;Medelpad;GIS reg. efter M. Wedin. ... 1 häst, 11 nöt, 10 får ...;;6922260.2905;543137.7836;62.4291;15.8354;middle;V1:76-77;https://sok.riksarkivet.se/bildvisning/R0000199_00047;https://sok.riksarkivet.se/topografi/11680
11681;Råsjön;;Borgsjö;Medelpads fögderier;Medelpad;... 2 hästar, 20 nöt, 15 får ...;;6919054.8060;533022.1796;62.4013;15.6389;high;V1:76-77;https://sok.riksarkivet.se/bildvisning/R0000199_00047;https://sok.riksarkivet.se/topografi/11681
11682;Lillmörtsjön;;Torp;Medelpads fögderier;Medelpad;""" ... 2 hästar, 10 nöt, 10 får ...""";;6920083.1532;552625.9653;62.4083;16.0184;high;V1:74;https://sok.riksarkivet.se/bildvisning/R0000199_00046;https://sok.riksarkivet.se/topografi/11682
11683;Södra Stormörtsjön;Stora Mörtsjön;Torp;Medelpads fögderier;Medelpad;""" ... 2 hestar, 20 nöt, 12 får ...""";;6907678.4667;559445.6731;62.296;16.1461;middle;V1:74;https://sok.riksarkivet.se/bildvisning/R0000199_00046;https://sok.riksarkivet.se/topografi/11683
11684;Oxsjön;Öijesjötorp;Torp;Medelpads fögderier;Medelpad;""" ... 2 hästar. 14 nöt, 10 får ...""";;6914295.0744;557259.6796;62.3557;16.1062;middle;V1:74;https://sok.riksarkivet.se/bildvisning/R0000199_00046;https://sok.riksarkivet.se/topografi/11684
11685;Saxen;Saxatorp;Torp;Medelpads fögderier;Medelpad;""" ... 2 styckna hästar, 10 nöt, 10 får ...1 hast, 8 nöt 6 får""";;6911191.8869;568195.8546;62.326;16.3162;high;V1:75, V1:78;https://sok.riksarkivet.se/bildvisning/R0000199_00046, https://sok.riksarkivet.se/bildvisning/R0000199_00048;https://sok.riksarkivet.se/topografi/11685
11686;Hjältanstorp;Kiällåsstårp;Torp;Medelpads fögderier;Medelpad;""" ... 2 hästar, 18 nöt, 10 får ...""";;6913035.4180;570796.3851;62.3421;16.3671;high;V1:75, V1:78;https://sok.riksarkivet.se/bildvisning/R0000199_00046, https://sok.riksarkivet.se/bildvisning/R0000199_00048;https://sok.riksarkivet.se/topografi/11686
11687;Sör-Leringen;Leringen;Torp;Medelpads fögderier;Medelpad;... 1 häst, 10 nöt, 6 får ... 1, nöt 10, 10 får ...;;6944658.2837;569802.2172;62.626;16.3608;high;V1:76-77;https://sok.riksarkivet.se/bildvisning/R0000199_00047;https://sok.riksarkivet.se/topografi/11687
11688;Långhtåmmastårp;;Torp;Medelpads fögderier;Medelpad;;Ödegård. Ej identifierad. Ant. Torp sn.;;;;;missing;V1:76-77;https://sok.riksarkivet.se/bildvisning/R0000199_00047;https://sok.riksarkivet.se/topografi/11688
11689;Laxsjöholmen;Laxsjön;Ljustorp;Medelpads fögderier;Medelpad;... 1 häst, 9 nöt, 8 får ...;;6961821.4184;612245.6071;62.7695;17.199;high;V1:72-73;https://sok.riksarkivet.se/bildvisning/R0000199_00045;https://sok.riksarkivet.se/topografi/11689
11690;Vangsta;;Hernö;(Tingslag i Ångermanland);Ångermanland;Karterad två gånger. 15,75 seland totalt.;;6946513.1134;654002.1073;62.6171;18.0019;high;X1:194, X1:210;https://sok.riksarkivet.se/bildvisning/R0000203_00103, https://sok.riksarkivet.se/bildvisning/R0000203_00112;https://sok.riksarkivet.se/topografi/11690
11691;Specksta;;Hernö;(Tingslag i Ångermanland);Ångermanland;Karterad två gånger. Ödegård med hussymbol.;;6946219.3665;653824.6459;62.6145;17.9982;high;X1:195, X1:210;https://sok.riksarkivet.se/bildvisning/R0000203_00103, https://sok.riksarkivet.se/bildvisning/R0000203_00112;https://sok.riksarkivet.se/topografi/11691
11692;Gånsvik;Buswijk;Hernö;(Tingslag i Ångermanland);Ångermanland;;;6945891.5031;655044.6564;62.6111;18.0216;high;X1:196, X1:210;https://sok.riksarkivet.se/bildvisning/R0000203_00104, https://sok.riksarkivet.se/bildvisning/R0000203_00112;https://sok.riksarkivet.se/topografi/11692
11693;Kölva;;Hernö;(Tingslag i Ångermanland);Ångermanland;Ödegård med hussymbol. 3/4 brukas till Solum, X1:198-199;;6942495.9259;653168.9114;62.5814;17.9821;high;X1:197;https://sok.riksarkivet.se/bildvisning/R0000203_00104;https://sok.riksarkivet.se/topografi/11693
11694;Solum;;Hernö;(Tingslag i Ångermanland);Ångermanland;Karterad två gånger. Annat utsäde och höskörd på X1:203, samt 34.635 seland.;;6943968.2109;652864.2858;62.5948;17.9775;high;X1:198-199, X1:203;https://sok.riksarkivet.se/bildvisning/R0000203_00105, https://sok.riksarkivet.se/bildvisning/R0000203_00108;https://sok.riksarkivet.se/topografi/11694
11695;Brattås;;Hernö;(Tingslag i Ångermanland);Ångermanland;;;6943403.8741;651693.1117;62.5902;17.9542;high;X1:200, X1:203;https://sok.riksarkivet.se/bildvisning/R0000203_00106, https://sok.riksarkivet.se/bildvisning/R0000203_00108;https://sok.riksarkivet.se/topografi/11695
11696;Kielffwe;;Hernö;(Tingslag i Ångermanland);Ångermanland;;;6943449.8373;653103.9147;62.59;17.9817;high;X1:203;https://sok.riksarkivet.se/bildvisning/R0000203_00108;https://sok.riksarkivet.se/topografi/11696
11697;Härnösand;;Hernö;(Tingslag i Ångermanland);Ångermanland;;;6947986.8954;651181.8822;62.6315;17.9483;high;X1:204-205, Sockenpärmar:131a, Sockenpärmar:131b;https://sok.riksarkivet.se/bildvisning/R0000203_00109, https://sok.riksarkivet.se/bildvisning/R0000188_00175, https://sok.riksarkivet.se/bildvisning/R0000188_00176;https://sok.riksarkivet.se/topografi/11697
11698;Grönsviken;;Hernö;(Tingslag i Ångermanland);Ångermanland;;;6943634.6465;652366.5291;62.592;17.9675;high;X1:198-199;https://sok.riksarkivet.se/bildvisning/R0000203_00105;https://sok.riksarkivet.se/topografi/11698
11699;Väster Tärnsjö;;Häggdånger;(Tingslag i Ångermanland);Ångermanland;;;6943751.6977;642959.743;62.5968;17.7847;high;X1:223;https://sok.riksarkivet.se/bildvisning/R0000203_00118;https://sok.riksarkivet.se/topografi/11699
11700;Öster Tärnsjö;;Häggdånger;(Tingslag i Ångermanland);Ångermanland;;;6943409.2174;643284.1048;62.5936;17.7907;high;X1:223;https://sok.riksarkivet.se/bildvisning/R0000203_00118;https://sok.riksarkivet.se/topografi/11700
11701;Viksjö;Gammelgården, Neavita;Stigsjö;(Tingslag i Ångermanland);Ångermanland;Föder 3 hästar, 30 nöt, 50 får. Beläget vid Neavita på TK.;Beläget vid Neavita på TK;6964355.9878;623648.1231;62.7885;17.424;high;X2:202, LSA X70-19:1, X2:202, X2:202, X1:211;https://sok.riksarkivet.se/bildvisning/90003056_00174, https://sok.riksarkivet.se/bildvisning/90003056_00175, https://sok.riksarkivet.se/bildvisning/90003056_00176, https://sok.riksarkivet.se/bildvisning/R0000203_00112;https://sok.riksarkivet.se/topografi/11701
11702;Bilbärgh;Billen;Stigsjö;(Tingslag i Ångermanland);Ångermanland;;;6964619.0101;623316.8197;62.791;17.4177;high;X1:211, X2:202, LSA X70-19:1, X2:202, X2:202;https://sok.riksarkivet.se/bildvisning/R0000203_00112, https://sok.riksarkivet.se/bildvisning/90003056_00174, https://sok.riksarkivet.se/bildvisning/90003056_00175, https://sok.riksarkivet.se/bildvisning/90003056_00176;https://sok.riksarkivet.se/topografi/11702
11703;Näs;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;Skattar för 21.5 seland. Har sålt vretar till Härnösand.;6948095.1459;646981.5589;62.6342;17.8666;high;X1:206;https://sok.riksarkivet.se/bildvisning/R0000203_00110;https://sok.riksarkivet.se/topografi/11703
11704;Bondsjö;Bångsio;Säbrå;(Tingslag i Ångermanland);Ångermanland;;Skattar för 46 1/2 seland totalt.;6948596.6536;647570.4833;62.6384;17.8785;high;X1:207;https://sok.riksarkivet.se/bildvisning/R0000203_00110;https://sok.riksarkivet.se/topografi/11704
11705;Ed;Edsby;Säbrå;(Tingslag i Ångermanland);Ångermanland;;;6946901.4515;647225.0379;62.6234;17.8704;high;X1:208-209;https://sok.riksarkivet.se/bildvisning/R0000203_00111;https://sok.riksarkivet.se/topografi/11705
11706;Gådeå;;Säbrå;(Tingslag i Ångermanland);Ångermanland;Hela byn skattar för 48 1/2 seland.;;6946234.7733;648278.2709;62.617;17.8903;high;X1:208-209;https://sok.riksarkivet.se/bildvisning/R0000203_00111;https://sok.riksarkivet.se/topografi/11706
11707;Järsta;Giersta;Säbrå;(Tingslag i Ångermanland);Ångermanland;Hela byn skattar för 39 seland.;;6946478.7311;647478.9819;62.6195;17.8749;high;X1:208-209;https://sok.riksarkivet.se/bildvisning/R0000203_00111;https://sok.riksarkivet.se/topografi/11707
11708;Fröland;;Säbrå;(Tingslag i Ångermanland);Ångermanland;Hela byn skattar för 41 seland.;;6945742.1590;647984.1864;62.6127;17.8841;high;X1:208-209;https://sok.riksarkivet.se/bildvisning/R0000203_00111;https://sok.riksarkivet.se/topografi/11708
11709;Fälle;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;;6945459.3547;648674.1802;62.6098;17.8973;high;X1:208-209;https://sok.riksarkivet.se/bildvisning/R0000203_00111;https://sok.riksarkivet.se/topografi/11709
11710;Aspnäs;;Säbrå;(Tingslag i Ångermanland);Ångermanland;Föder 1 häst, 8 nöt, 10 får.;Annan plats på TK;6958458.5834;638966.8895;62.7302;17.7191;high;X1:218;https://sok.riksarkivet.se/bildvisning/R0000203_00116;https://sok.riksarkivet.se/topografi/11710
11711;Väland;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;Oskattlagd. Föder 1 häst, 6 nöt.;6959141.5087;637945.1987;62.7367;17.6997;high;X1:218;https://sok.riksarkivet.se/bildvisning/R0000203_00116;https://sok.riksarkivet.se/topografi/11711
11712;Norrstig;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;;6951724.8910;645592.6201;62.6672;17.8427;high;X1:224-225;https://sok.riksarkivet.se/bildvisning/R0000203_00119;https://sok.riksarkivet.se/topografi/11712
11713;Östersjäland;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;;6955571.2458;645556.6756;62.7017;17.8453;high;X1:224-225;https://sok.riksarkivet.se/bildvisning/R0000203_00119;https://sok.riksarkivet.se/topografi/11713
11714;Söderstig;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;;6949182.8462;645980.9969;62.6443;17.8481;high;X1:226;https://sok.riksarkivet.se/bildvisning/R0000203_00120;https://sok.riksarkivet.se/topografi/11714
11715;Starnböle;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;Ödegård;6948118.7427;646073.9259;62.6347;17.849;high;X1:226;https://sok.riksarkivet.se/bildvisning/R0000203_00120;https://sok.riksarkivet.se/topografi/11715
11716;Söder Jätt;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;Enheten saknar öde/bebyggelsesymbol.;6955216.0845;645964.1662;62.6984;17.853;low;X1:224-225;https://sok.riksarkivet.se/bildvisning/R0000203_00119;https://sok.riksarkivet.se/topografi/11716
11717;Kläph;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad. Ödegård.;;;;;missing;X1:224-225;https://sok.riksarkivet.se/bildvisning/R0000203_00119;https://sok.riksarkivet.se/topografi/11717
11718;Hällenyland;;Säbrå;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad;;;;;missing;X1:223;https://sok.riksarkivet.se/bildvisning/R0000203_00118;https://sok.riksarkivet.se/topografi/11718
11719;Näsvattnet;;Sättna;Medelpads fögderier;Medelpad;"""... 2 hästar 16 nöt 10 får ...""";;6928038.0319;597462.9467;62.4706;16.8902;high;V1:71;https://sok.riksarkivet.se/bildvisning/R0000199_00044;https://sok.riksarkivet.se/topografi/11719
11720;Sundsvalls stadsjordar;;Selånger;Medelpads fögderier;Medelpad;Stadsjordar, även V1:63, 66;;6919804.5044;618118.3217;62.3908;17.2848;high;V1:63, V1:64-65, V1:66;https://sok.riksarkivet.se/bildvisning/R0000199_00040, https://sok.riksarkivet.se/bildvisning/R0000199_00041, https://sok.riksarkivet.se/bildvisning/R0000199_00042;https://sok.riksarkivet.se/topografi/11720
11721;Granlo;;Selånger;Medelpads fögderier;Medelpad;;;6921476.6749;616924.1379;62.4062;17.2629;high;V1:67;https://sok.riksarkivet.se/bildvisning/R0000199_00042;https://sok.riksarkivet.se/topografi/11721
11722;Högom;;Selånger;Medelpads fögderier;Medelpad;;Skattar 43 Måål;6920855.2811;616665.1441;62.4007;17.2574;high;V1:67;https://sok.riksarkivet.se/bildvisning/R0000199_00042;https://sok.riksarkivet.se/topografi/11722
11723;Bergsåker;;Selånger;Medelpads fögderier;Medelpad;;Skattar 95 Måål (?);6922707.3395;614988.7547;62.4178;17.2263;high;V1:68-69;https://sok.riksarkivet.se/bildvisning/R0000199_00043;https://sok.riksarkivet.se/topografi/11723
11724;Harmsta;;Selånger;Medelpads fögderier;Medelpad;"""vtsäde och höö alt tilhopa inrecknat med Bergzåcker""";;6922523.8748;615604.6843;62.416;17.238;high;V1:68-69;https://sok.riksarkivet.se/bildvisning/R0000199_00043;https://sok.riksarkivet.se/topografi/11724
11725;Nacksta;;Selånger;Medelpads fögderier;Medelpad;;Skattar 52 Måål (?);6919951.3478;616780.0874;62.3925;17.259;high;V1:70;https://sok.riksarkivet.se/bildvisning/R0000199_00044;https://sok.riksarkivet.se/topografi/11725
11726;Huljesjön;Huljen;Selånger;Medelpads fögderier;Medelpad;Vid Huljen på TK;Belägen vid Huljen på modern Topokarta. Föder ... 2 hästar 19 nöt, 10 får ..., samt har lägenhen at byggia ållehuss i quarenströmmen.;6921795.9235;600037.3047;62.414;16.9365;high;V1:72-73;https://sok.riksarkivet.se/bildvisning/R0000199_00045;https://sok.riksarkivet.se/topografi/11726
11727;Sundsvall;;Selånger;Medelpads fögderier;Medelpad;;;6920156.6416;618046.1378;62.394;17.2837;high;V1:64-65;https://sok.riksarkivet.se/bildvisning/R0000199_00041;https://sok.riksarkivet.se/topografi/11727
11728;Lillström;;Stöde;Medelpads fögderier;Medelpad;... 1 häst, 10 nöt, 10 får ...;;6926463.7079;591697.646;62.458;16.7776;high;V1:71;https://sok.riksarkivet.se/bildvisning/R0000199_00044;https://sok.riksarkivet.se/topografi/11728
11729;Stor-Hullsjön;;Stöde;Medelpads fögderier;Medelpad;... 2 hästarr, 10 nöt 12 får ... litet fiske huss ...;;6935564.5390;586065.9865;62.541;16.6731;high;V1:71;https://sok.riksarkivet.se/bildvisning/R0000199_00044;https://sok.riksarkivet.se/topografi/11729
11730;Lill-Hullsjön;;Stöde;Medelpads fögderier;Medelpad;... 1 häst, 2 nöt 8 får ...;;6938521.1643;584818.0682;62.5678;16.6503;high;V1:71;https://sok.riksarkivet.se/bildvisning/R0000199_00044;https://sok.riksarkivet.se/topografi/11730
11731;Stormyra;;Stöde;Medelpads fögderier;Medelpad;... 1 hest. 8 nöt. 10 får ...;;6924689.8425;594491.6722;62.4414;16.8308;middle;V1:72-73;https://sok.riksarkivet.se/bildvisning/R0000199_00045;https://sok.riksarkivet.se/topografi/11731
11732;Gransjön;;Stöde;Medelpads fögderier;Medelpad;... 3 hestar, 30 nöt 20 får ...;;6910880.4819;576941.1519;62.3215;16.4847;high;V1:72-73;https://sok.riksarkivet.se/bildvisning/R0000199_00045;https://sok.riksarkivet.se/topografi/11732
11733;Grantjärnen;;Stöde;Medelpads fögderier;Medelpad;... 3 hästar, 16 nöt, 12 får ...;;6907179.2640;582918.2224;62.287;16.5983;high;V1:72-73;https://sok.riksarkivet.se/bildvisning/R0000199_00045;https://sok.riksarkivet.se/topografi/11733
11734;Ulvsjön;;Stöde;Medelpads fögderier;Medelpad;... 3 hästar, 28 nöt, 12 får ... 2 hästar, 16 nöt 16 får ...;;6904393.8007;575165.6392;62.2637;16.4477;high;V1:75;https://sok.riksarkivet.se/bildvisning/R0000199_00046;https://sok.riksarkivet.se/topografi/11734
11735;Långed;Västergård, Mellangård;Tuna;Medelpads fögderier;Medelpad;... 2 hästar, 12 nöt 20 får ...;;6905384.2299;596914.9662;62.2676;16.8669;middle;V1:78;https://sok.riksarkivet.se/bildvisning/R0000199_00048;https://sok.riksarkivet.se/topografi/11735
11736;Långskog;;Tuna;Medelpads fögderier;Medelpad;... 2 hestar 30 nöt, 20 får ...;Ligger ev. vid Bond-Gryttjen;6898040.9736;599758.0241;62.2009;16.9174;middle;V1:78;https://sok.riksarkivet.se/bildvisning/R0000199_00048;https://sok.riksarkivet.se/topografi/11736
11737;Nästvattnet;;Gudmundrå;(Tingslag i Ångermanland);Ångermanland;Föder 1 häst. 12 nöt, 16 får.;Annan plats på TK;6979914.6575;633838.7262;62.9245;17.636;high;X1:211;https://sok.riksarkivet.se/bildvisning/R0000203_00112;https://sok.riksarkivet.se/topografi/11737
11738;Mjövattnet;;Gudmundrå;(Tingslag i Ångermanland);Ångermanland;;;6979554.2678;632268.7777;62.9218;17.6049;high;X1:211;https://sok.riksarkivet.se/bildvisning/R0000203_00112;https://sok.riksarkivet.se/topografi/11738
11739;Almsjö, Västergården;Norr-Almsjö;Ullånger;(Tingslag i Ångermanland);Ångermanland;;;6998298.2266;652796.7921;63.0818;18.0259;high;X1:216-217;https://sok.riksarkivet.se/bildvisning/R0000203_00115;https://sok.riksarkivet.se/topografi/11739
11740;Almsjö, Östergården;Almsjönäs;Ullånger;(Tingslag i Ångermanland);Ångermanland;Föder 1 häst, 8 nöt, 5 får.;;6996606.7591;653093.4623;63.0665;18.0301;high;X1:216-217;https://sok.riksarkivet.se/bildvisning/R0000203_00115;https://sok.riksarkivet.se/topografi/11740
11741;Djupdal;;Torsåker;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad;;;;;missing;X1:212-213;https://sok.riksarkivet.se/bildvisning/R0000203_00113;https://sok.riksarkivet.se/topografi/11741
11742;Västertorp;Västorp;Torsåker;(Tingslag i Ångermanland);Ångermanland;"""brukas vnder Diupdaals tårp, therföre at thet ligger på en fröslänt ort""";;;;;;missing;X1:212-213;https://sok.riksarkivet.se/bildvisning/R0000203_00113;https://sok.riksarkivet.se/topografi/11742
11743;Sör-Knäsjön;Knäsjö;Torsåker;(Tingslag i Ångermanland);Ångermanland;Numera;Torsåker sn, numera del av Ytterlännäs sn. Knäsjön ligger numera i Sollefteå sn. Föder 1 häst, 8 nöt, 20 får.;6991742.3133;613003.1507;63.0376;17.2342;middle;X1:212-213;https://sok.riksarkivet.se/bildvisning/R0000203_00113;https://sok.riksarkivet.se/topografi/11743
11744;Östergraninge;;Sollefteå;(Tingslag i Ångermanland);Ångermanland;Kartan vänd 180 grader.Föder 1 häst 16 nöt, 20 får;Senare i Graningen socken.;6985741.6868;610297.0706;62.9846;17.1767;high;X1:212-213;https://sok.riksarkivet.se/bildvisning/R0000203_00113;https://sok.riksarkivet.se/topografi/11744
11745;Haga;;Multrå;(Tingslag i Ångermanland);Ångermanland;;se EK;7006568.4980;622404.0883;63.1675;17.4309;low;X1:220-221;https://sok.riksarkivet.se/bildvisning/R0000203_00117;https://sok.riksarkivet.se/topografi/11745
11746;Övergård;;Multrå;(Tingslag i Ångermanland);Ångermanland;36 seland totalt.;;7006397.4863;615900.5283;63.1681;17.3018;high;X1:227;https://sok.riksarkivet.se/bildvisning/R0000203_00120;https://sok.riksarkivet.se/topografi/11746
11747;Väst-Nyland;;Multrå;(Tingslag i Ångermanland);Ångermanland;;;7005241.8686;618366.8078;63.1569;17.3498;low;X1:227;https://sok.riksarkivet.se/bildvisning/R0000203_00120;https://sok.riksarkivet.se/topografi/11747
11748;Näs;;Långsele;(Tingslag i Ångermanland);Ångermanland;Ödegård, brukas av närliggande gårdar. 52 seland verkar orimligt mycket.;Annan plats på TK, Ödegård, brukas av närliggande gårdar. 52 seland verkar orimligt mycket.;7008258.6231;600332.6113;63.1895;16.994;high;X1:220-221;https://sok.riksarkivet.se/bildvisning/R0000203_00117;https://sok.riksarkivet.se/topografi/11748
11749;Västerfors;Forse bruk, Forse;Långsele;(Tingslag i Ångermanland);Ångermanland;;Ödegård, brukas av närliggande gårdar.;7004287.7490;601676.2477;63.1535;17.0182;high;X1:220-221;https://sok.riksarkivet.se/bildvisning/R0000203_00117;https://sok.riksarkivet.se/topografi/11749
11750;Västergraninge;;Långsele;(Tingslag i Ångermanland);Ångermanland;Kartan vänd 180 grader. Numera i Graninge socken. Nr 1 och 2 föder 2 hästar, 14 nöt, 20 får vardera. Nr 3 föder 1 häst, 16 nöt, 20 får. All har kvarnställe, ev. 3 st kvarnar.;Numera i Graninge socken.;6992632.4913;602478.7993;63.0487;17.0268;high;X1:212-213;https://sok.riksarkivet.se/bildvisning/R0000203_00113;https://sok.riksarkivet.se/topografi/11750
11751;Gärde;;Ed;(Tingslag i Ångermanland);Ångermanland;;;7015269.4741;610468.9883;63.2494;17.2;middle;X1:219;https://sok.riksarkivet.se/bildvisning/R0000203_00116;https://sok.riksarkivet.se/topografi/11751
11752;Hällås;;Resele;(Tingslag i Ångermanland);Ångermanland;;;7030917.0347;618091.0245;63.3873;17.3631;low;X1:216-217;https://sok.riksarkivet.se/bildvisning/R0000203_00115;https://sok.riksarkivet.se/topografi/11752
11753;Nacka;;Överlännäs;(Tingslag i Ångermanland);Ångermanland;;Oidentifierad;;;;;missing;X1:222;https://sok.riksarkivet.se/bildvisning/R0000203_00118;https://sok.riksarkivet.se/topografi/11753
11754;Ås;;Sånga;(Tingslag i Ångermanland);Ångermanland;;Ödegård;7005653.8053;625675.6772;63.1582;17.4951;middle;X1:222;https://sok.riksarkivet.se/bildvisning/R0000203_00118;https://sok.riksarkivet.se/topografi/11754
11755;Hälla;;Boteå;(Tingslag i Ångermanland);Ångermanland;;Ödegård;7002933.5950;636879.6382;63.1297;17.715;high;X2:37-38, X1:228-229;https://sok.riksarkivet.se/bildvisning/90003056_00041, https://sok.riksarkivet.se/bildvisning/R0000203_00121;https://sok.riksarkivet.se/topografi/11755
11756;Sundby;;Boteå;(Tingslag i Ångermanland);Ångermanland;;;7004352.1962;635876.3284;63.1428;17.6963;middle;X2:39-40, X1:231;https://sok.riksarkivet.se/bildvisning/90003056_00042, https://sok.riksarkivet.se/bildvisning/R0000203_00122;https://sok.riksarkivet.se/topografi/11756
11757;Tävra;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Utsäde redovisas Ej.;7026266.7904;698658.9704;63.3099;18.966;high;X1:1;https://sok.riksarkivet.se/bildvisning/R0000203_00006;https://sok.riksarkivet.se/topografi/11757
11758;Hjälta;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Har utmarksresurser och byamål med Smedsbyn;7026839.0601;697381.4289;63.3158;18.9412;high;X1:2-3;https://sok.riksarkivet.se/bildvisning/R0000203_00007;https://sok.riksarkivet.se/topografi/11758
11759;Smedsbyn;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7027377.1128;697252.9678;63.3206;18.9393;high;X1:2-3;https://sok.riksarkivet.se/bildvisning/R0000203_00007;https://sok.riksarkivet.se/topografi/11759
11760;Ovansjö;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7025744.1537;696270.3668;63.3066;18.9178;high;X1:4;https://sok.riksarkivet.se/bildvisning/R0000203_00008;https://sok.riksarkivet.se/topografi/11760
11761;Sörbrynge;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7025157.2406;695669.3016;63.3016;18.9051;high;X1:4;https://sok.riksarkivet.se/bildvisning/R0000203_00008;https://sok.riksarkivet.se/topografi/11761
11762;Norrbrynge;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7027804.1770;696461.3695;63.3249;18.9241;high;X1:5;https://sok.riksarkivet.se/bildvisning/R0000203_00008;https://sok.riksarkivet.se/topografi/11762
11763;Öden;Stensöden;Arnäs;(Tingslag i Ångermanland);Ångermanland;"Brukar ödebyn ""Skoffwe"" X1:8";;7028160.4957;694925.1792;63.3289;18.8939;high;X1:5;https://sok.riksarkivet.se/bildvisning/R0000203_00008;https://sok.riksarkivet.se/topografi/11763
11764;Högsbyn;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Redovisning av utsäde och höskörd saknas.;7027223.2952;695961.2852;63.32;18.9134;high;X1:6-7;https://sok.riksarkivet.se/bildvisning/R0000203_00009;https://sok.riksarkivet.se/topografi/11764
11765;Byggdom;;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7029386.9083;693625.5492;63.3406;18.8695;high;X1:8;https://sok.riksarkivet.se/bildvisning/R0000203_00010;https://sok.riksarkivet.se/topografi/11765
11766;Skäve;Skoffwe;Arnäs;(Tingslag i Ångermanland);Ångermanland;;Ödetorp;7029297.2873;694082.3455;63.3396;18.8785;middle;X1:8;https://sok.riksarkivet.se/bildvisning/R0000203_00010;https://sok.riksarkivet.se/topografi/11766
11767;Brunsnyland;;Arnäs;(Tingslag i Ångermanland);Ångermanland;Uppgift om utsäde saknas. Byn skattar även 2.5 seland för en äng. Annat läge på TK.;Annat läge på TK.;7030232.3803;692360.2068;63.3489;18.8453;high;X1:9;https://sok.riksarkivet.se/bildvisning/R0000203_00010;https://sok.riksarkivet.se/topografi/11767
11768;Angsta;Ängstad;Arnäs;(Tingslag i Ångermanland);Ångermanland;;;7029051.9893;692395.534;63.3383;18.8446;high;X1:10;https://sok.riksarkivet.se/bildvisning/R0000203_00011;https://sok.riksarkivet.se/topografi/11768
11769;Trästa;Täfteå;Arnäs;(Tingslag i Ångermanland);Ångermanland;Dubbel hussymbol. Uppgift om utsäde och seland saknas. Brukar ödegård i Edsmark.;;7030765.2860;693665.9954;63.3529;18.872;high;X1:10;https://sok.riksarkivet.se/bildvisning/R0000203_00011;https://sok.riksarkivet.se/topografi/11769
