id;kommentar_tora;kommentar;framförställt;namn;efterställt;kategori;kartvolym;källa_kartakt;källa_url;toraid;toraid_url;tora_bebyggelseenhet;socken;härad;landskap;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long
32379;;;;Prestetorpa engien ;;ägonamn;D3;D3:197;;4611;https://sok.riksarkivet.se/topografi/4611;Litsäng;Godegård;Bråbo h:d;Östergötland;6509275,838;509340,8096;58,7235;15,1613
32380;;;;Halla ;ägior ;bebyggelsenamn;D3;D3:197;;4611;https://sok.riksarkivet.se/topografi/4611;Litsäng;Godegård;Bråbo h:d;Östergötland;6509275,838;509340,8096;58,7235;15,1613
32381;;;;Engz ;ägior ;bebyggelsenamn;D3;D3:197;;4611;https://sok.riksarkivet.se/topografi/4611;Litsäng;Godegård;Bråbo h:d;Östergötland;6509275,838;509340,8096;58,7235;15,1613
32382;;;;Litzengz ;ägior ;bebyggelsenamn;D3;D3:197;;4611;https://sok.riksarkivet.se/topografi/4611;Litsäng;Godegård;Bråbo h:d;Östergötland;6509275,838;509340,8096;58,7235;15,1613
32383;;;;Åhnßhultz ;ägior ;bebyggelsenamn;D3;D3:197;;4611;https://sok.riksarkivet.se/topografi/4611;Litsäng;Godegård;Bråbo h:d;Östergötland;6509275,838;509340,8096;58,7235;15,1613
32384;;;på;Röömoße kiärrett ;;naturnamn, ägonamn;D3;D3:197;;4610;https://sok.riksarkivet.se/topografi/4610;By;Godegård;Bråbo h:d;Östergötland;6510039,0774;509303,9889;58,7304;15,1607
32385;;;;vthmedh Torßiö åhn;;naturnamn;D3;D3:197;;4610;https://sok.riksarkivet.se/topografi/4610;By;Godegård;Bråbo h:d;Östergötland;6510039,0774;509303,9889;58,7304;15,1607
32386;;;i;Gogårdz åhn;;naturnamn;D3;D3:197;;4610;https://sok.riksarkivet.se/topografi/4610;By;Godegård;Bråbo h:d;Östergötland;6510039,0774;509303,9889;58,7304;15,1607
32387;;;;wedh Ringarehuullt;;bebyggelsenamn;D3;D3:197;;4610;https://sok.riksarkivet.se/topografi/4610;By;Godegård;Bråbo h:d;Östergötland;6510039,0774;509303,9889;58,7304;15,1607
32388;;;;Brooengien;;ägonamn;D3;D3:197;;4610;https://sok.riksarkivet.se/topografi/4610;By;Godegård;Bråbo h:d;Östergötland;6510039,0774;509303,9889;58,7304;15,1607
32389;;;;By;;bebyggelsenamn;D3;D3:197;;4610;https://sok.riksarkivet.se/topografi/4610;By;Godegård;Bråbo h:d;Östergötland;6510039,0774;509303,9889;58,7304;15,1607
32390;;;;Linderöö;;bebyggelsenamn;D3;D3:198;https://sok.riksarkivet.se/bildvisning/R0000160_00140;4616;https://sok.riksarkivet.se/topografi/4616;Linderö;Godegård;Bråbo h:d;Östergötland;6513351,6439;514834,1458;58,76;15,2564
32391;;;;Åßa ;ägior ;bebyggelsenamn;D3;D3:198;https://sok.riksarkivet.se/bildvisning/R0000160_00140;;;;Godegård;Bråbo h:d;;;;;
32392;;;;Bobergh;;bebyggelsenamn;D3;D3:2;https://sok.riksarkivet.se/bildvisning/R0000160_00009;3987;https://sok.riksarkivet.se/topografi/3987;Boberg;Vånga;Memming h:d;Östergötland;6494239,1637;546263,1658;58,5861;15,7957
32393;;;i;Hälen;;naturnamn;D3;D3:2;https://sok.riksarkivet.se/bildvisning/R0000160_00009;3987;https://sok.riksarkivet.se/topografi/3987;Boberg;Vånga;Memming h:d;Östergötland;6494239,1637;546263,1658;58,5861;15,7957
32394;;;;Käslinge ;ägior;bebyggelsenamn;D3;D3:2;https://sok.riksarkivet.se/bildvisning/R0000160_00009;;;;Vånga;Memming h:d;;;;;
32395;;;;Ballerumna ;ägior;bebyggelsenamn;D3;D3:2;https://sok.riksarkivet.se/bildvisning/R0000160_00009;;;;Vånga;Memming h:d;;;;;
32396;;;;Ringetorp;;bebyggelsenamn;D3;D3:20;;3638;https://sok.riksarkivet.se/topografi/3638;Ringtorp;Risinge;Bråbo h:d;Östergötland;6503023,49;546463,7297;58,665;15,801
32397;;;;Långh waß engien;;ägonamn;D3;D3:20;;3638;https://sok.riksarkivet.se/topografi/3638;Ringtorp;Risinge;Bråbo h:d;Östergötland;6503023,49;546463,7297;58,665;15,801
32398;;;;Sättra;;bebyggelsenamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32399;;;;Eekelunds engien;;bebyggelsenamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32400;;;;Vthi Kiärengien;;ägonamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32401;;;;Kier engien;;ägonamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32402;;;;Häghetorp eng;;bebyggelsenamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32403;;;;Åßundha;;bebyggelsenamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32404;;;;Moodor;;bebyggelsenamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32405;;;vthi;Eekengien;;ägonamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32406;;;i;Glan;;naturnamn;D3;D3:20;;3997;https://sok.riksarkivet.se/topografi/3997;Sätra;Vånga;Memming h:d;Östergötland;6500208,7096;547796,937;58,6395;15,8234
32407;;;;Åßunda ;ägior;bebyggelsenamn;D3;D3:20;;;;;Vånga;Memming h:d;;;;;
32408;;;;Moodar ;ägior;bebyggelsenamn;D3;D3:20;;;;;Vånga;Memming h:d;;;;;
32409;;;;Rökestorpa ;ägior;bebyggelsenamn;D3;D3:20;;;;;Vånga;Memming h:d;;;;;
32410;;;;Doffuaren;;naturnamn;D3;D3:20;;;;;Vånga;Memming h:d;;;;;
32411;;;;Eestorpa ;ägior;bebyggelsenamn;D3;D3:20;;;;;Vånga;Memming h:d;;;;;
32412;;;;Glann;;naturnamn;D3;D3:20;;;;;Vånga;Memming h:d;;;;;
32413;;;;Hwitebergh;;bebyggelsenamn;D3;D3:200;;4615;https://sok.riksarkivet.se/topografi/4615;Vitteberg;Godegård;Bråbo h:d;Östergötland;6510385,6858;509585,4159;58,7335;15,1656
32414;;;;Byrslycke;;bebyggelsenamn;D3;D3:200;;4614;https://sok.riksarkivet.se/topografi/4614;Börslycke;Godegård;Bråbo h:d;Östergötland;6509874,151;511302,8015;58,7288;15,1952
32415;;;;Lithzengs ;ägior;bebyggelsenamn;D3;D3:200;;;;;Godegård;Bråbo h:d;;;;;
32416;;;;Brenninge ;agior;bebyggelsenamn;D3;D3:200;;;;;Godegård;Bråbo h:d;;;;;
32417;;;;Holebechz ;ägior ;bebyggelsenamn;D3;D3:200;;;;;Godegård;Bråbo h:d;;;;;
32418;;;;Huula ;ägior ;bebyggelsenamn;D3;D3:200;;;;;Godegård;Bråbo h:d;;;;;
32419;;;;Näbbegiölen;;naturnamn;D3;D3:200;;;;;Godegård;Bråbo h:d;;;;;
32420;;;;Torp;;bebyggelsenamn;D3;D3:200;;4613;https://sok.riksarkivet.se/topografi/4613;Torp;Godegård;Bråbo h:d;Östergötland;6509584,6071;509635,6956;58,7263;15,1664
32421;;;;Byrßlycke ;ägior;bebyggelsenamn;D3;D3:201;https://sok.riksarkivet.se/bildvisning/R0000160_00142;;;;Godegård;Bråbo h:d;;;;;
32422;;;;Böörstorp;;bebyggelsenamn;D3;D3:203;;4619;https://sok.riksarkivet.se/topografi/4619;Börstorp;Godegård;Bråbo h:d;Östergötland;6516108,9849;510949,8199;58,7848;15,1894
32423;;;;Norre ;gården ;bebyggelsenamn;D3;D3:203;;4618;https://sok.riksarkivet.se/topografi/4618;Norrgården;Godegård;Bråbo h:d;Östergötland;6517204,4816;510593,4438;58,7947;15,1833
32424;;;;Hemengien om höö;;bebyggelsenamn;D3;D3:203;;4618;https://sok.riksarkivet.se/topografi/4618;Norrgården;Godegård;Bråbo h:d;Östergötland;6517204,4816;510593,4438;58,7947;15,1833
32425;;;;Torpengien om höö;;bebyggelsenamn;D3;D3:203;;4618;https://sok.riksarkivet.se/topografi/4618;Norrgården;Godegård;Bråbo h:d;Östergötland;6517204,4816;510593,4438;58,7947;15,1833
32426;;;j;Breesiön;;naturnamn;D3;D3:203;;4618;https://sok.riksarkivet.se/topografi/4618;Norrgården;Godegård;Bråbo h:d;Östergötland;6517204,4816;510593,4438;58,7947;15,1833
32427;;;;Knarkebo;;bebyggelsenamn;D3;D3:204;;4622;https://sok.riksarkivet.se/topografi/4622;Knarkebo;Godegård;Bråbo h:d;Östergötland;6518160,1072;506635,0106;58,8033;15,1148
32428;;;;Torstebacken;;bebyggelsenamn;D3;D3:204;;4621;https://sok.riksarkivet.se/topografi/4621;Torstebacka;Godegård;Bråbo h:d;Östergötland;6518402,0438;507396,5264;58,8055;15,128
32429;;;;Jacopzhyttan;;bebyggelsenamn;D3;D3:206;;4620;https://sok.riksarkivet.se/topografi/4620;Jacobshyttan;Godegård;Bråbo h:d;Östergötland;6518198,4436;509162,6476;58,8036;15,1586
32430;;;j;Karßgiölen;;naturnamn;D3;D3:206;;4620;https://sok.riksarkivet.se/topografi/4620;Jacobshyttan;Godegård;Bråbo h:d;Östergötland;6518198,4436;509162,6476;58,8036;15,1586
32431;;;;Karsgiölen;;naturnamn;D3;D3:206;;4620;https://sok.riksarkivet.se/topografi/4620;Jacobshyttan;Godegård;Bråbo h:d;Östergötland;6518198,4436;509162,6476;58,8036;15,1586
32432;;;;Skråmsiön;;naturnamn;D3;D3:206;;4635;https://sok.riksarkivet.se/topografi/4635;Gristorp;Godegård;Bråbo h:d;Östergötland;6520676,6114;515547,0631;58,8257;15,2692
32433;;;j;Hemsiön;;naturnamn;D3;D3:206;;4635;https://sok.riksarkivet.se/topografi/4635;Gristorp;Godegård;Bråbo h:d;Östergötland;6520676,6114;515547,0631;58,8257;15,2692
32434;;;;Grijstorp;;bebyggelsenamn;D3;D3:206;;4635;https://sok.riksarkivet.se/topografi/4635;Gristorp;Godegård;Bråbo h:d;Östergötland;6520676,6114;515547,0631;58,8257;15,2692
32435;;;;Trollefall;;bebyggelsenamn;D3;D3:207;;4624;https://sok.riksarkivet.se/topografi/4624;Trollfall;Godegård;Bråbo h:d;Östergötland;6513073,2816;506023,6323;58,7577;15,1041
32436;;;i;Hökesiönn;;naturnamn;D3;D3:207;;;;;Godegård;Bråbo h:d;;;;;
32437;;;;Gunnetorp;;bebyggelsenamn;D3;D3:207;;4623;https://sok.riksarkivet.se/topografi/4623;Gunntorp;Godegård;Bråbo h:d;Östergötland;6512372,327;507864,7429;58,7513;15,1359
32438;;;;Höcesiönn;;naturnamn;D3;D3:207;;;;;Godegård;Bråbo h:d;;;;;
32439;;;;Hökesiön;;naturnamn;D3;D3:207;;;;;Godegård;Bråbo h:d;;;;;
32440;;;;Vnna;;bebyggelsenamn;D3;D3:209;;4626;https://sok.riksarkivet.se/topografi/4626;Unna;Godegård;Bråbo h:d;Östergötland;6511763,2998;509522,8256;58,7458;15,1645
32441;;;på;Stoore Röömoß;;naturnamn, ägonamn;D3;D3:209;;4626;https://sok.riksarkivet.se/topografi/4626;Unna;Godegård;Bråbo h:d;Östergötland;6511763,2998;509522,8256;58,7458;15,1645
32442;;;;Häßle ;ägior;bebyggelsenamn;D3;D3:209;;;;;Godegård;Bråbo h:d;;;;;
32443;;;;Wichzengz; ägior;bebyggelsenamn;D3;D3:209;;;;;Godegård;Bråbo h:d;;;;;
32444;;;;Höka ;preestegårdh;bebyggelsenamn;D3;D3:209;;4625;https://sok.riksarkivet.se/topografi/4625;Höka;Godegård;Bråbo h:d;Östergötland;6512638,3748;508981,0241;58,7537;15,1552
32445;;;j;Grißiön;;naturnamn;D3;D3:209;;4625;https://sok.riksarkivet.se/topografi/4625;Höka;Godegård;Bråbo h:d;Östergötland;6512638,3748;508981,0241;58,7537;15,1552
32446;;;på;Stoore Röömoßen;;naturnamn, ägonamn;D3;D3:209;;4625;https://sok.riksarkivet.se/topografi/4625;Höka;Godegård;Bråbo h:d;Östergötland;6512638,3748;508981,0241;58,7537;15,1552
32447;;;;Häsle;;bebyggelsenamn;D3;D3:210;https://sok.riksarkivet.se/bildvisning/R0000160_00148;4627;https://sok.riksarkivet.se/topografi/4627;Hässle;Godegård;Bråbo h:d;Östergötland;6511865,5425;509982,7202;58,7467;15,1725
32448;;;;Bränninge;;bebyggelsenamn;D3;D3:212;;4628;https://sok.riksarkivet.se/topografi/4628;Bränninge;Godegård;Bråbo h:d;Östergötland;6511087,898;509646,4441;58,7398;15,1666
32449;;;;Diup ;engienn;ägonamn;D3;D3:212;;4628;https://sok.riksarkivet.se/topografi/4628;Bränninge;Godegård;Bråbo h:d;Östergötland;6511087,898;509646,4441;58,7398;15,1666
32450;;;;Hem ;engienn;ägonamn;D3;D3:212;;4628;https://sok.riksarkivet.se/topografi/4628;Bränninge;Godegård;Bråbo h:d;Östergötland;6511087,898;509646,4441;58,7398;15,1666
32451;;;;Hagengien;;ägonamn;D3;D3:212;;4628;https://sok.riksarkivet.se/topografi/4628;Bränninge;Godegård;Bråbo h:d;Östergötland;6511087,898;509646,4441;58,7398;15,1666
32452;;;;Höllebech;;bebyggelsenamn;D3;D3:212;;4630;https://sok.riksarkivet.se/topografi/4630;Hålbäck;Godegård;Bråbo h:d;Östergötland;6510621,7122;510856,2082;58,7356;15,1875
32453;;;;Hemengien;;ägonamn;D3;D3:212;;4630;https://sok.riksarkivet.se/topografi/4630;Hålbäck;Godegård;Bråbo h:d;Östergötland;6510621,7122;510856,2082;58,7356;15,1875
32454;;;;Jßhultheengien;;ägonamn;D3;D3:212;;4630;https://sok.riksarkivet.se/topografi/4630;Hålbäck;Godegård;Bråbo h:d;Östergötland;6510621,7122;510856,2082;58,7356;15,1875
32455;;;;Hyttegårdenn;;bebyggelsenamn;D3;D3:212;;4629;https://sok.riksarkivet.se/topografi/4629;Hyttgården;Godegård;Bråbo h:d;Östergötland;6511415,9124;510393,1935;58,7427;15,1796
32456;;;j;Åhrsiön;;naturnamn;D3;D3:212;;4629;https://sok.riksarkivet.se/topografi/4629;Hyttgården;Godegård;Bråbo h:d;Östergötland;6511415,9124;510393,1935;58,7427;15,1796
32457;;;;Hytteengien;;ägonamn;D3;D3:212;;4629;https://sok.riksarkivet.se/topografi/4629;Hyttgården;Godegård;Bråbo h:d;Östergötland;6511415,9124;510393,1935;58,7427;15,1796
32458;;;;Hagengien;;ägonamn;D3;D3:212;;4629;https://sok.riksarkivet.se/topografi/4629;Hyttgården;Godegård;Bråbo h:d;Östergötland;6511415,9124;510393,1935;58,7427;15,1796
32459;;;;Huithebergz ;ägior;bebyggelsenamn;D3;D3:212;;;;;Godegård;Bråbo h:d;;;;;
32460;;;;Häßlåß;;bebyggelsenamn;D3;D3:213;https://sok.riksarkivet.se/bildvisning/R0000160_00150;4631;https://sok.riksarkivet.se/topografi/4631;Hässleås;Godegård;Bråbo h:d;Östergötland;6510252,9645;510074,4264;58,7323;15,174
32461;;;;Fnaßby;;bebyggelsenamn;D3;D3:215;;4632;https://sok.riksarkivet.se/topografi/4632;Fnasbyn;Godegård;Bråbo h:d;Östergötland;6514772,0402;511642,9585;58,7728;15,2013
32462;;;;Giölen;;naturnamn;D3;D3:215;;;;;Godegård;Bråbo h:d;;;;;
32463;;;;Breedehultt;;bebyggelsenamn;D3;D3:215;;4633;https://sok.riksarkivet.se/topografi/4633;Brehult;Godegård;Bråbo h:d;Östergötland;6514343,9085;511565,2415;58,769;15,2
32464;;;;Giölan;;naturnamn;D3;D3:215;;;;;Godegård;Bråbo h:d;;;;;
32465;;;;Staplegårdhenn;;bebyggelsenamn;D3;D3:215;;4634;https://sok.riksarkivet.se/topografi/4634;Stappegården;Godegård;Bråbo h:d;Östergötland;6515437,6163;511482,1835;58,7788;15,1986
32466;;;j;Breesiönn;;naturnamn;D3;D3:215;;4633;https://sok.riksarkivet.se/topografi/4633;Brehult;Godegård;Bråbo h:d;Östergötland;6514343,9085;511565,2415;58,769;15,2
32467;;;;Linnehuult;;bebyggelsenamn;D3;D3:216;https://sok.riksarkivet.se/bildvisning/R0000160_00152;4636;https://sok.riksarkivet.se/topografi/4636;Lindhult;Godegård;Bråbo h:d;Östergötland;6518238,5585;513175,6762;58,8039;15,228
32468;;;i;Breesionn;;naturnamn;D3;D3:216;https://sok.riksarkivet.se/bildvisning/R0000160_00152;4636;https://sok.riksarkivet.se/topografi/4636;Lindhult;Godegård;Bråbo h:d;Östergötland;6518238,5585;513175,6762;58,8039;15,228
32469;;;;Hällesiön;;naturnamn;D3;D3:216;https://sok.riksarkivet.se/bildvisning/R0000160_00152;4636;https://sok.riksarkivet.se/topografi/4636;Lindhult;Godegård;Bråbo h:d;Östergötland;6518238,5585;513175,6762;58,8039;15,228
32470;;;;Holmsiön;;naturnamn;D3;D3:216;https://sok.riksarkivet.se/bildvisning/R0000160_00152;4636;https://sok.riksarkivet.se/topografi/4636;Lindhult;Godegård;Bråbo h:d;Östergötland;6518238,5585;513175,6762;58,8039;15,228
32471;;;;Torßiö;;bebyggelsenamn;D3;D3:218;;4638;https://sok.riksarkivet.se/topografi/4638;Tjälltorp;Godegård;Bråbo h:d;Östergötland;6520447,7409;513917,9142;58,8237;15,241
32472;;;;Hemengien;;ägonamn;D3;D3:218;;4637;https://sok.riksarkivet.se/topografi/4637;Torsjö;Godegård;Bråbo h:d;Östergötland;6519027,3523;514716,6807;58,8109;15,2548
32473;;;;Biörnnekierret;;naturnamn, ägonamn;D3;D3:218;;4637;https://sok.riksarkivet.se/topografi/4637;Torsjö;Godegård;Bråbo h:d;Östergötland;6519027,3523;514716,6807;58,8109;15,2548
32474;;;;Stochz ;engien;ägonamn;D3;D3:218;;4637;https://sok.riksarkivet.se/topografi/4637;Torsjö;Godegård;Bråbo h:d;Östergötland;6519027,3523;514716,6807;58,8109;15,2548
32475;;;;Torp ;engien;ägonamn;D3;D3:218;;4637;https://sok.riksarkivet.se/topografi/4637;Torsjö;Godegård;Bråbo h:d;Östergötland;6519027,3523;514716,6807;58,8109;15,2548
32476;;;;Kiäletorp;;bebyggelsenamn;D3;D3:218;;4637;https://sok.riksarkivet.se/topografi/4637;Torsjö;Godegård;Bråbo h:d;Östergötland;6519027,3523;514716,6807;58,8109;15,2548
32477;;;;Fall;;bebyggelsenamn;D3;D3:219;https://sok.riksarkivet.se/bildvisning/R0000160_00154;4639;https://sok.riksarkivet.se/topografi/4639;Fall;Godegård;Bråbo h:d;Östergötland;6518333,555;514615,6239;58,8047;15,253
32478;;;;Torsziön;;naturnamn;D3;D3:219;https://sok.riksarkivet.se/bildvisning/R0000160_00154;;;;Godegård;Bråbo h:d;;;;;
32479;;;;Koppetorp;;bebyggelsenamn;D3;D3:221;;4640;https://sok.riksarkivet.se/topografi/4640;Koppetorp;Godegård;Bråbo h:d;Östergötland;6518375,2777;516781,0848;58,805;15,2904
32480;;;;Jönßbergz;;bebyggelsenamn;D3;D3:221;;4642;https://sok.riksarkivet.se/topografi/4642;Jönsberg;Godegård;Bråbo h:d;Östergötland;6515967,8151;516903,7137;58,7834;15,2924
32481;;;;Braskhultt;;bebyggelsenamn;D3;D3:221;;4641;https://sok.riksarkivet.se/topografi/4641;Braskhult;Godegård;Bråbo h:d;Östergötland;6514917,9075;515562,1768;58,774;15,2691
32482;;;;Tybbelaß; ägior ;bebyggelsenamn;D3;D3:221;;;;;Godegård;Bråbo h:d;;;;;
32483;;;;Hemsiön;;naturnamn;D3;D3:221;;;;;Godegård;Bråbo h:d;;;;;
32484;;;;Hemengien;;ägonamn;D3;D3:221;;4641;https://sok.riksarkivet.se/topografi/4641;Braskhult;Godegård;Bråbo h:d;Östergötland;6514917,9075;515562,1768;58,774;15,2691
32485;;;;Kierengien;;ägonamn;D3;D3:221;;4641;https://sok.riksarkivet.se/topografi/4641;Braskhult;Godegård;Bråbo h:d;Östergötland;6514917,9075;515562,1768;58,774;15,2691
32486;;;i;Grönegiölen;;naturnamn;D3;D3:221;;;;;Godegård;Bråbo h:d;;;;;
32487;;;;Swinewa sochn ;;bebyggelsenamn;D3;D3:224;;;;;Svennevad;Sköllersta h:d;;;;;
32488;;;;Jmma ;;bebyggelsenamn;D3;D3:224;;9469;https://sok.riksarkivet.se/topografi/9469;Lilla Emma;Svennevad;Sköllersta h:d;Närke;6525017,4845;523659,5005;58,8643;15,4102
32489;;;;Bijlengien;;ägonamn;D3;D3:224;;9469;https://sok.riksarkivet.se/topografi/9469;Lilla Emma;Svennevad;Sköllersta h:d;Närke;6525017,4845;523659,5005;58,8643;15,4102
32490;;;;Kiängstorp;;bebyggelsenamn;D3;D3:224;;9468;https://sok.riksarkivet.se/topografi/9468;Kängstorp;Svennevad;Sköllersta h:d;Närke;6526549,9852;525217,2828;58,878;15,4374
32491;;;;Närike engieteger ;;bebyggelsenamn;D3;D3:224;;;;;Svennevad;Sköllersta h:d;;;;;
32492;;;;Apeltompta ;ägior;bebyggelsenamn;D3;D3:224;;;;;Svennevad;Sköllersta h:d;;;;;
32493;;;;Foglehultz ;engien;bebyggelsenamn;D3;D3:224;;;;;Svennevad;Sköllersta h:d;;;;;
32494;;;;Tybbelett ;;bebyggelsenamn;D3;D3:225;https://sok.riksarkivet.se/bildvisning/R0000160_00158;4644;https://sok.riksarkivet.se/topografi/4644;Tybble;Godegård;Bråbo h:d;Östergötland;6516917,64;516614,5164;58,7919;15,2875
32495;;;;Jonßbergz ;ägior;bebyggelsenamn;D3;D3:225;https://sok.riksarkivet.se/bildvisning/R0000160_00158;;;;Godegård;Bråbo h:d;;;;;
32496;;;;Skinnarebo;;bebyggelsenamn;D3;D3:227;;4896;https://sok.riksarkivet.se/topografi/4896;Skönnarbo;Tjällmo;Bobergs h:d;Östergötland;6518732,1659;521079,529;58,808;15,3649
32497;;;i;Norresiön;;naturnamn;D3;D3:227;;4896;https://sok.riksarkivet.se/topografi/4896;Skönnarbo;Tjällmo;Bobergs h:d;Östergötland;6518732,1659;521079,529;58,808;15,3649
32498;;;;Södresiön;;naturnamn;D3;D3:227;;4896;https://sok.riksarkivet.se/topografi/4896;Skönnarbo;Tjällmo;Bobergs h:d;Östergötland;6518732,1659;521079,529;58,808;15,3649
32499;;;;Trolleflo;;bebyggelsenamn;D3;D3:227;;4895;https://sok.riksarkivet.se/topografi/4895;Trolleflod;Tjällmo;Bobergs h:d;Östergötland;6520085,7166;522494,4992;58,8201;15,3895
32500;;;;Mickelßbo;;bebyggelsenamn;D3;D3:227;;4894;https://sok.riksarkivet.se/topografi/4894;Mickelsbo;Tjällmo;Bobergs h:d;Östergötland;6519726,8231;520980,1425;58,817;15,3632
32501;;;i;Norresiön;;naturnamn;D3;D3:227;;4894;https://sok.riksarkivet.se/topografi/4894;Mickelsbo;Tjällmo;Bobergs h:d;Östergötland;6519726,8231;520980,1425;58,817;15,3632
32502;;;;Södresiön;;naturnamn;D3;D3:227;;4894;https://sok.riksarkivet.se/topografi/4894;Mickelsbo;Tjällmo;Bobergs h:d;Östergötland;6519726,8231;520980,1425;58,817;15,3632
32503;;;Wästre;Bröttekullen;;bebyggelsenamn;D3;D3:228;https://sok.riksarkivet.se/bildvisning/R0000160_00160;4897;https://sok.riksarkivet.se/topografi/4897;Västra Brötkullen;Tjällmo;Bobergs h:d;Östergötland;6517887,2791;524014,3334;58,8003;15,4156
32504;;;;Skinnareboo ;vthmark;bebyggelsenamn;D3;D3:228;https://sok.riksarkivet.se/bildvisning/R0000160_00160;4897;https://sok.riksarkivet.se/topografi/4897;Västra Brötkullen;Tjällmo;Bobergs h:d;Östergötland;6517887,2791;524014,3334;58,8003;15,4156
32505;;;;Willkehytta;;bebyggelsenamn;D3;D3:229-231;;4898;https://sok.riksarkivet.se/topografi/4898;Vilkhyttan;Tjällmo;Bobergs h:d;Östergötland;6511087,6569;516138,8762;58,7396;15,2788
32506;;;;Wågh moße ;engien;ägonamn;D3;D3:229-231;;4898;https://sok.riksarkivet.se/topografi/4898;Vilkhyttan;Tjällmo;Bobergs h:d;Östergötland;6511087,6569;516138,8762;58,7396;15,2788
32507;;;;Jßefals ägior;;bebyggelsenamn;D3;D3:229-231;;4898;https://sok.riksarkivet.se/topografi/4898;Vilkhyttan;Tjällmo;Bobergs h:d;Östergötland;6511087,6569;516138,8762;58,7396;15,2788
32508;;;aff;Wilkehytta ;wästre vthmark;bebyggelsenamn;D3;D3:229-231;;4898;https://sok.riksarkivet.se/topografi/4898;Vilkhyttan;Tjällmo;Bobergs h:d;Östergötland;6511087,6569;516138,8762;58,7396;15,2788
32509;;;;Krokegiölen;;naturnamn;D3;D3:229-231;;4898;https://sok.riksarkivet.se/topografi/4898;Vilkhyttan;Tjällmo;Bobergs h:d;Östergötland;6511087,6569;516138,8762;58,7396;15,2788
32510;;;;Tidichkehytta ;ägior;bebyggelsenamn;D3;D3:229-231;;4898;https://sok.riksarkivet.se/topografi/4898;Vilkhyttan;Tjällmo;Bobergs h:d;Östergötland;6511087,6569;516138,8762;58,7396;15,2788
32511;;;;Tidicke hytta; ägior;bebyggelsenamn;D3;D3:229-231;;4898;https://sok.riksarkivet.se/topografi/4898;Vilkhyttan;Tjällmo;Bobergs h:d;Östergötland;6511087,6569;516138,8762;58,7396;15,2788
32512;;;;Ruda;;bebyggelsenamn;D3;D3:23;;3999;https://sok.riksarkivet.se/topografi/3999;Ruda;Vånga;Memming h:d;Östergötland;6500303,9256;544444,441;58,6407;15,7656
