id;kommentar_tora;kommentar;framförställt;namn;efterställt;kategori;kartvolym;källa_kartakt;källa_url;toraid;toraid_url;tora_bebyggelseenhet;socken;härad;landskap;tora_sweref99_n;tora_sweref99_e;tora_wgs84_lat;tora_wgs84_long
121;;;;Faleskogz;ägor;bebyggelsenamn;O2;O2:133-134;https://sok.riksarkivet.se/bildvisning/R0000175_00074;7111;https://sok.riksarkivet.se/topografi/7111;Falskog;Rångedala;Ås h:d;Västergötland;6405298,2915;387006,8679;57,7755;13,1001
122;;;;Falskogz;ägor;bebyggelsenamn;O2;O2:135;https://sok.riksarkivet.se/bildvisning/R0000175_00075;7111;https://sok.riksarkivet.se/topografi/7111;Falskog;Rångedala;Ås h:d;Västergötland;6405298,2915;387006,8679;57,7755;13,1001
123;;;;Fasstorpa;egor;bebyggelsenamn;O2;O2:123;;7215;https://sok.riksarkivet.se/topografi/7215;Stora Farstorp;Tärby;Ås h:d;Västergötland;6413120,7502;388156,0612;57,846;13,1158
124;;;;Fastorp;;bebyggelsenamn;O2;O2:123;;7215;https://sok.riksarkivet.se/topografi/7215;Stora Farstorp;Tärby;Ås h:d;Västergötland;6413120,7502;388156,0612;57,846;13,1158
125;;;;Fendzlunda sochn;;bebyggelsenamn;O2;O2:83;;;;;;;;;;;
126;;;;Fennesslunda sochn;;bebyggelsenamn;O2;O2:Register_1;;;;;;;;;;;
127;;;;Fenslunda sochn;;bebyggelsenamn;O2;O2:85;https://sok.riksarkivet.se/bildvisning/R0000175_00049;;;;;;;;;;
128;;;;Fenszlunda sochn;;bebyggelsenamn;O2;O2:87;https://sok.riksarkivet.se/bildvisning/R0000175_00050;;;;;;;;;;
129;;;;Fenszlundha sochn;;bebyggelsenamn;O2;O2:88-89;;;;;;;;;;;
130;;nasalstreck ist. f. m;wed;Finneko<m>bla;;bebyggelsenamn;O2;O2:141-142;;7106;https://sok.riksarkivet.se/topografi/7106;Finnekumla;Rångedala;Ås h:d;Västergötland;6409032,4429;388034,4755;57,8093;13,1156
131;;;;Finnekumbla;;bebyggelsenamn;O2;O2:129-130;https://sok.riksarkivet.se/bildvisning/R0000175_00072;7106;https://sok.riksarkivet.se/topografi/7106;Finnekumla;Rångedala;Ås h:d;Västergötland;6409032,4429;388034,4755;57,8093;13,1156
132;;;;Finnekumblasz;ägor;bebyggelsenamn;O2;O2:219-220;https://sok.riksarkivet.se/bildvisning/R0000175_00118;7106;https://sok.riksarkivet.se/topografi/7106;Finnekumla;Rångedala;Ås h:d;Västergötland;6409032,4429;388034,4755;57,8093;13,1156
133;;Namnet ändrat till Finnkunba av annan hand;;Finnkumlas;egor ;bebyggelsenamn;O2;O2:125-126;https://sok.riksarkivet.se/bildvisning/R0000175_00070;7106;https://sok.riksarkivet.se/topografi/7106;Finnekumla;Rångedala;Ås h:d;Västergötland;6409032,4429;388034,4755;57,8093;13,1156
134;;;;Fole Siö;;naturnamn;O2;O2:116-117;;7483;https://sok.riksarkivet.se/topografi/7483;Varnum;Varnum;Ås h:d;Västergötland;6411081,7978;390515,6818;57,8283;13,1564
135;;;;Fole Siöö;;naturnamn;O2;O2:137-138;https://sok.riksarkivet.se/bildvisning/R0000175_00076;7111;https://sok.riksarkivet.se/topografi/7111;Falskog;Rångedala;Ås h:d;Västergötland;6405298,2915;387006,8679;57,7755;13,1001
136;;;;Fremgierdet;;bebyggelsenamn;O2;O2:187-188;;7088;https://sok.riksarkivet.se/topografi/7088;Främgärde;Brämhult;Ås h:d;Västergötland;6402473,7515;383326,805;57,7492;13,0397
137;;;;Frendegården;;bebyggelsenamn;O2;O2:141-142;;7114;https://sok.riksarkivet.se/topografi/7114;Rångedala;Rångedala;Ås h:d;Västergötland;6407187,7519;388534,0553;57,7928;13,1249
138;;;;Frökens häradt;;bebyggelsenamn;O2;O2:2-3;https://sok.riksarkivet.se/bildvisning/R0000175_00008;;;;;;;;;;
139;;;;Fändszlundasz;ägor;bebyggelsenamn;O2;O2:90;;24061;https://sok.riksarkivet.se/topografi/24061;Fänneslunda;Fänneslunda;;Västergötland;6414784,1198;390234,9321;57,8614;13,15
140;;u glömt av skrivaren;;G<u>nne;ibidem (gård);personnamn;O2;O2:116-117;;7482;https://sok.riksarkivet.se/topografi/7482;Guntorp;Varnum;Ås h:d;Västergötland;6411124,0828;391800,4246;57,829;13,178
141;;;;Galtarydz;ägor;bebyggelsenamn;O2;O2:88-89;;7455;https://sok.riksarkivet.se/topografi/7455;Stora Kartryd;Fänneslunda;Ås h:d;Västergötland;6415799,6176;391560,6713;57,8709;13,1719
142;;;;Galterydz;ägor;bebyggelsenamn;O2;O2:85;https://sok.riksarkivet.se/bildvisning/R0000175_00049;7455;https://sok.riksarkivet.se/topografi/7455;Stora Kartryd;Fänneslunda;Ås h:d;Västergötland;6415799,6176;391560,6713;57,8709;13,1719
143;;skrivet av annan samtida hand;;Galtheerijdz;egor;bebyggelsenamn;O2;O2:88-89;;7455;https://sok.riksarkivet.se/topografi/7455;Stora Kartryd;Fänneslunda;Ås h:d;Västergötland;6415799,6176;391560,6713;57,8709;13,1719
144;;;;Gambla Rumszåsz;;bebyggelsenamn;O2;O2:111;https://sok.riksarkivet.se/bildvisning/R0000175_00062;7474;https://sok.riksarkivet.se/topografi/7474;Gamlegården;Södra Ving;Ås h:d;Västergötland;6409242,968;395595,6633;57,813;13,2427
145;Gammalstorp;;;Gamblestorpa;ägor;bebyggelsenamn;O2;O2:46;https://sok.riksarkivet.se/bildvisning/R0000175_00030;;;;;;;;;;
146;Gammalstorp;;;Gamblestorps;egor;bebyggelsenamn;O2;O2:44-45;https://sok.riksarkivet.se/bildvisning/R0000175_00029;;;;;;;;;;
147;Getared;;;Geterysz;ägor;bebyggelsenamn;O2;O2:112;https://sok.riksarkivet.se/bildvisning/R0000175_00063;;;;;;;;;;
148;;;;Giermunarydh;;bebyggelsenamn;O2;O2:174;https://sok.riksarkivet.se/bildvisning/R0000175_00095;7139;https://sok.riksarkivet.se/topografi/7139;Germundared;Toarp;Ås h:d;Västergötland;6394492,317;383102,3494;57,6775;13,0398
149;;;;Giermunnaryd;;bebyggelsenamn;O2;O2:153-154;;7139;https://sok.riksarkivet.se/topografi/7139;Germundared;Toarp;Ås h:d;Västergötland;6394492,317;383102,3494;57,6775;13,0398
150;;;;Gietaryggen;;bebyggelsenamn;O2;O2:70;https://sok.riksarkivet.se/bildvisning/R0000175_00042;7447;https://sok.riksarkivet.se/topografi/7447;Getaryggen;Murum;Ås h:d;Västergötland;6424970,2393;400021,656;57,9552;13,3106
151;;;;Gietaryggens;egor;bebyggelsenamn;O2;O2:67;https://sok.riksarkivet.se/bildvisning/R0000175_00040;7447;https://sok.riksarkivet.se/topografi/7447;Getaryggen;Murum;Ås h:d;Västergötland;6424970,2393;400021,656;57,9552;13,3106
152;;;;Giffarp;;bebyggelsenamn;O2;O2:39;https://sok.riksarkivet.se/bildvisning/R0000175_00026;7425;https://sok.riksarkivet.se/topografi/7425;Givarp;Möne;Ås h:d;Västergötland;6421853,1436;405852,8501;57,9285;13,4103
153;;;;Giffwarps;ägor;bebyggelsenamn;O2;O2:40-41;https://sok.riksarkivet.se/bildvisning/R0000175_00027;7425;https://sok.riksarkivet.se/topografi/7425;Givarp;Möne;Ås h:d;Västergötland;6421853,1436;405852,8501;57,9285;13,4103
154;;ändrat till Gingrin av annan hand;i;Gingri;;bebyggelsenamn;O2;O2:221;;7209;https://sok.riksarkivet.se/topografi/7209;Gingri;Gingri;Ås h:d;Västergötland;6408874,2694;384058,9954;57,8068;13,0489
155;;ändrat till Gingrin av annan hand;;Gingri sochn;;bebyggelsenamn;O2;O2:201;;;;;;;;;;;
156;;ändrat till Gingrijn av annan hand;;Gingrij sochn;;bebyggelsenamn;O2;O2:Register_1;;;;;;;;;;;
157;;;;Gingrin sochn;;bebyggelsenamn;O2;O2:205;https://sok.riksarkivet.se/bildvisning/R0000175_00111;;;;;;;;;;
158;;;i;Gingrin ;;bebyggelsenamn;O2;O2:219-220;https://sok.riksarkivet.se/bildvisning/R0000175_00118;7209;https://sok.riksarkivet.se/topografi/7209;Gingri;Gingri;Ås h:d;Västergötland;6408874,2694;384058,9954;57,8068;13,0489
159;;;;Gingris;egor;bebyggelsenamn;O2;O2:125-126;https://sok.riksarkivet.se/bildvisning/R0000175_00070;;;;;;;;;;
160;;;;Giostas;gård;personnamn;O2;O2:121-122;https://sok.riksarkivet.se/bildvisning/R0000175_00068;7213;https://sok.riksarkivet.se/topografi/7213;Tärby;Tärby;Ås h:d;Västergötland;6411261,3265;387463,6711;57,8291;13,105
161;;;;Gislarp;;bebyggelsenamn;O2;O2:47;https://sok.riksarkivet.se/bildvisning/R0000175_00030;7434;https://sok.riksarkivet.se/topografi/7434;Gisslarp;Hällstad;Ås h:d;Västergötland;6418980,8014;402326,45;57,9019;13,352
162;;;på;Giälawen;;naturnamn;O2;O2:163-164;https://sok.riksarkivet.se/bildvisning/R0000175_00090;7127;https://sok.riksarkivet.se/topografi/7127;Hjortryd;Toarp;Ås h:d;Västergötland;6399480,3626;386076,2487;57,723;13,0873
163;;;på;Giälewen;;naturnamn;O2;O2:149;https://sok.riksarkivet.se/bildvisning/R0000175_00083;7119;https://sok.riksarkivet.se/topografi/7119;Bredared;Rångedala;Ås h:d;Västergötland;6402446,9942;388919,4977;57,7504;13,1336
164;;;på;Giälwen                                    ;;naturnamn;O2;O2:167-168;;7132;https://sok.riksarkivet.se/topografi/7132;Kråkhult, Västergården;Toarp;Ås h:d;Västergötland;6397934,2161;385974,0622;57,7091;13,0863
165;;;;Graffrydh;;bebyggelsenamn;O2;O2:147-148;https://sok.riksarkivet.se/bildvisning/R0000175_00082;7118;https://sok.riksarkivet.se/topografi/7118;Gravryd;Rångedala;Ås h:d;Västergötland;6405392,0924;388532,1729;57,7767;13,1257
166;;;;Graffweryd;;bebyggelsenamn;O2;O2:128;;7118;https://sok.riksarkivet.se/topografi/7118;Gravryd;Rångedala;Ås h:d;Västergötland;6405392,0924;388532,1729;57,7767;13,1257
167;;;;Gritlanda;;bebyggelsenamn;O2;O2:133-134;https://sok.riksarkivet.se/bildvisning/R0000175_00074;7108;https://sok.riksarkivet.se/topografi/7108;Gretlanda;Rångedala;Ås h:d;Västergötland;6406660,2609;385944,4706;57,7874;13,0816
168;;;;Groffuaredh sochn;;bebyggelsenamn;O2;O2:75;;;;;;;;;;;
169;;;;Groffuarydh sochn;;bebyggelsenamn;O2;O2:80-81;https://sok.riksarkivet.se/bildvisning/R0000175_00047;;;;;;;;;;
170;;;;Groffwaredh sochn;;bebyggelsenamn;O2;O2:Register_1;;;;;;;;;;;
171;;;;Groffwerydh sochn;;bebyggelsenamn;O2;O2:79;https://sok.riksarkivet.se/bildvisning/R0000175_00046;;;;;;;;;;
172;;;;Grund Siöö;;naturnamn;O2;O2:76-77;https://sok.riksarkivet.se/bildvisning/R0000175_00045;7460;https://sok.riksarkivet.se/topografi/7460;Ulvared;Grovare;Ås h:d;Västergötland;6416470,5405;395330,9383;57,8778;13,2351
173;;;;Grunderyd                               ;;bebyggelsenamn;O2;O2:75;;7463;https://sok.riksarkivet.se/topografi/7463;Grundryd;Grovare;Ås h:d;Västergötland;6415835,2319;393549,2095;57,8717;13,2054
174;;;;Grunneryd;;bebyggelsenamn;O2;O2:80-81;https://sok.riksarkivet.se/bildvisning/R0000175_00047;7463;https://sok.riksarkivet.se/topografi/7463;Grundryd;Grovare;Ås h:d;Västergötland;6415835,2319;393549,2095;57,8717;13,2054
175;;;Saszarpasiö eller ;Grunsiöö;;naturnamn;O2;O2:93;https://sok.riksarkivet.se/bildvisning/R0000175_00053;7465;https://sok.riksarkivet.se/topografi/7465;Sassarp;Härna;Ås h:d;Västergötland;6415326,3629;394535,1078;57,8673;13,2222
176;;med all sannolikhet avses Grundryd;;Grännerydz;egor;bebyggelsenamn;O2;O2:79;https://sok.riksarkivet.se/bildvisning/R0000175_00046;7463;https://sok.riksarkivet.se/topografi/7463;Grundryd;Grovare;Ås h:d;Västergötland;6415835,2319;393549,2095;57,8717;13,2054
177;;;;Gubberijdh;egor;bebyggelsenamn;O2;O2:70;https://sok.riksarkivet.se/bildvisning/R0000175_00042;7445;https://sok.riksarkivet.se/topografi/7445;Gubbered;Murum;Ås h:d;Västergötland;6424520,5925;400193,1006;57,9512;13,3137
178;;;;Gubberydh;;bebyggelsenamn;O2;O2:67;https://sok.riksarkivet.se/bildvisning/R0000175_00040;7445;https://sok.riksarkivet.se/topografi/7445;Gubbered;Murum;Ås h:d;Västergötland;6424520,5925;400193,1006;57,9512;13,3137
179;Gullestorp, Äspered sn;;;Gullesstorpa;ägor;bebyggelsenamn;O2;O2:151-152;https://sok.riksarkivet.se/bildvisning/R0000175_00084;;;;;;;;;;
180;;;;Gunarp;;bebyggelsenamn;O2;O2:221;;7211;https://sok.riksarkivet.se/topografi/7211;Gunnarp;Gingri;Ås h:d;Västergötland;6408155,0037;384506,5553;57,8005;13,0567
181;;;;Gunarpa;ägor;bebyggelsenamn;O2;O2:218;https://sok.riksarkivet.se/bildvisning/R0000175_00117;7211;https://sok.riksarkivet.se/topografi/7211;Gunnarp;Gingri;Ås h:d;Västergötland;6408155,0037;384506,5553;57,8005;13,0567
182;;;;Gunnarp;;bebyggelsenamn;O2;O2:125-126;https://sok.riksarkivet.se/bildvisning/R0000175_00070;7211;https://sok.riksarkivet.se/topografi/7211;Gunnarp;Gingri;Ås h:d;Västergötland;6408155,0037;384506,5553;57,8005;13,0567
183;;;till;Gunnastorp;;bebyggelsenamn;O2;O2:137-138;https://sok.riksarkivet.se/bildvisning/R0000175_00076;7109;https://sok.riksarkivet.se/topografi/7109;Gunnarstorp;Rångedala;Ås h:d;Västergötland;6404742,5099;385860,4746;57,7702;13,0811
184;;;;Gunnastorpa;agor;naturnamn;O2;O2:137-138;https://sok.riksarkivet.se/bildvisning/R0000175_00076;7109;https://sok.riksarkivet.se/topografi/7109;Gunnarstorp;Rångedala;Ås h:d;Västergötland;6404742,5099;385860,4746;57,7702;13,0811
185;;;;Gunsztorp;;bebyggelsenamn;O2;O2:135;https://sok.riksarkivet.se/bildvisning/R0000175_00075;7109;https://sok.riksarkivet.se/topografi/7109;Gunnarstorp;Rångedala;Ås h:d;Västergötland;6404742,5099;385860,4746;57,7702;13,0811
186;;;;Guntorp;;bebyggelsenamn;O2;O2:116-117;;7482;https://sok.riksarkivet.se/topografi/7482;Guntorp;Varnum;Ås h:d;Västergötland;6411124,0828;391800,4246;57,829;13,178
187;;;;Guntorpa;ägor;bebyggelsenamn;O2;O2:116-117;;7482;https://sok.riksarkivet.se/topografi/7482;Guntorp;Varnum;Ås h:d;Västergötland;6411124,0828;391800,4246;57,829;13,178
188;;;;Göstasz;gård;personnamn;O2;O2:124;https://sok.riksarkivet.se/bildvisning/R0000175_00069;7213;https://sok.riksarkivet.se/topografi/7213;Tärby;Tärby;Ås h:d;Västergötland;6411261,3265;387463,6711;57,8291;13,105
189;;;;Haallanda                               ;;bebyggelsenamn;O2;O2:43;;7440;https://sok.riksarkivet.se/topografi/7440;Halanda;Hällstad;Ås h:d;Västergötland;6417393,9952;397220,4638;57,8865;13,2666
190;;;;Habo;;bebyggelsenamn;O2;O2:96-97;https://sok.riksarkivet.se/bildvisning/R0000175_00055;7467;https://sok.riksarkivet.se/topografi/7467;Härna;Härna;Ås h:d;Västergötland;6412983,7691;395507,1386;57,8465;13,2396
191;;;i;Haggerydh;;bebyggelsenamn;O2;O2:22;https://sok.riksarkivet.se/bildvisning/R0000175_00018;7415;https://sok.riksarkivet.se/topografi/7415;Häggryda;Kärråkra;Ås h:d;Västergötland;6426027,6599;404375,0512;57,9656;13,3837
192;Troligtvis avses Salarp;;;Halarpa;egor;bebyggelsenamn;O2;O2:64-65;;;;;;;;;;;
193;Häljared (?);;i;Halgris;gierde;bebyggelsenamn;O2;O2:161;https://sok.riksarkivet.se/bildvisning/R0000175_00089;;;;;;;;;;
194;;;;Hallabolit                                ;;bebyggelsenamn;O2;O2:43;;7442;https://sok.riksarkivet.se/topografi/7442;Väby;Hällstad;Ås h:d;Västergötland;6416277,4072;398990,2965;57,8769;13,2969
195;;;;Hallan;;bebyggelsenamn;O2;O2:96-97;https://sok.riksarkivet.se/bildvisning/R0000175_00055;7467;https://sok.riksarkivet.se/topografi/7467;Härna;Härna;Ås h:d;Västergötland;6412983,7691;395507,1386;57,8465;13,2396
196;;;;Hallanda;;bebyggelsenamn;O2;O2:58;https://sok.riksarkivet.se/bildvisning/R0000175_00036;7440;https://sok.riksarkivet.se/topografi/7440;Halanda;Hällstad;Ås h:d;Västergötland;6417393,9952;397220,4638;57,8865;13,2666
197;;;i;Hallebolit;;bebyggelsenamn;O2;O2:60-61;https://sok.riksarkivet.se/bildvisning/R0000175_00037;7442;https://sok.riksarkivet.se/topografi/7442;Väby;Hällstad;Ås h:d;Västergötland;6416277,4072;398990,2965;57,8769;13,2969
198;;;;Hanß;i Taryd;personnamn;O2;O2:155-156;https://sok.riksarkivet.se/bildvisning/R0000175_00086;7152;https://sok.riksarkivet.se/topografi/7152;Taryd;Toarp;Ås h:d;Västergötland;6401859,8958;388385,4171;57,7449;13,1249
199;;;;Haralz;gård;personnamn;O2;O2:68-69;https://sok.riksarkivet.se/bildvisning/R0000175_00041;7446;https://sok.riksarkivet.se/topografi/7446;Sölvarpa;Murum;Ås h:d;Västergötland;6422061,296;398432,5996;57,9287;13,285
200;Häglared;;;Heglary;;bebyggelsenamn;O2;O2:191-192;;;;;;;;;;;
201;;;;Heilie siöö;;naturnamn;O2;O2:183-184;;7150;https://sok.riksarkivet.se/topografi/7150;Häljasjö;Toarp;Ås h:d;Västergötland;6397471,5788;381876,3375;57,7039;13,0178
202;Häljared (?);;;Helgare skog;;naturnamn;O2;O2:191-192;;;;;;;;;;;
203;Häljared (?);;;Helgary;;bebyggelsenamn;O2;O2:191-192;;;;;;;;;;;
204;;;;Heliesiö;;bebyggelsenamn;O2;O2:183-184;;7150;https://sok.riksarkivet.se/topografi/7150;Häljasjö;Toarp;Ås h:d;Västergötland;6397471,5788;381876,3375;57,7039;13,0178
205;;;;Heliesiöö;;bebyggelsenamn;O2;O2:153-154;;7150;https://sok.riksarkivet.se/topografi/7150;Häljasjö;Toarp;Ås h:d;Västergötland;6397471,5788;381876,3375;57,7039;13,0178
206;;;med;Hemmersrydh;;bebyggelsenamn;O2;O2:195-196;;7097;https://sok.riksarkivet.se/topografi/7097;Hemmingsryd;Brämhult;Ås h:d;Västergötland;6402702,6269;381227,5108;57,7507;13,0043
207;;;;Hemmerszryd                          ;;bebyggelsenamn;O2;O2:186;;7097;https://sok.riksarkivet.se/topografi/7097;Hemmingsryd;Brämhult;Ås h:d;Västergötland;6402702,6269;381227,5108;57,7507;13,0043
208;;;;Hemmerszrydh;;bebyggelsenamn;O2;O2:195-196;;7097;https://sok.riksarkivet.se/topografi/7097;Hemmingsryd;Brämhult;Ås h:d;Västergötland;6402702,6269;381227,5108;57,7507;13,0043
209;;;;Herna;;bebyggelsenamn;O2;O2:96-97;https://sok.riksarkivet.se/bildvisning/R0000175_00055;7467;https://sok.riksarkivet.se/topografi/7467;Härna;Härna;Ås h:d;Västergötland;6412983,7691;395507,1386;57,8465;13,2396
210;;;;Herna sochn;;bebyggelsenamn;O2;O2:91;;;;;;;;;;;
211;;;;Hieltagården;;bebyggelsenamn;O2;O2:205;https://sok.riksarkivet.se/bildvisning/R0000175_00111;7195;https://sok.riksarkivet.se/topografi/7195;Hjältagården;Gingri;Ås h:d;Västergötland;6404397,2622;380741,8962;57,7658;12,9953
212;;;;Hieltagårdz;ägor;bebyggelsenamn;O2;O2:205;https://sok.riksarkivet.se/bildvisning/R0000175_00111;7195;https://sok.riksarkivet.se/topografi/7195;Hjältagården;Gingri;Ås h:d;Västergötland;6404397,2622;380741,8962;57,7658;12,9953
213;;;;Hieltegården                            ;;bebyggelsenamn;O2;O2:201;;7195;https://sok.riksarkivet.se/topografi/7195;Hjältagården;Gingri;Ås h:d;Västergötland;6404397,2622;380741,8962;57,7658;12,9953
214;;;;Hiorteryd;;bebyggelsenamn;O2;O2:153-154;;7127;https://sok.riksarkivet.se/topografi/7127;Hjortryd;Toarp;Ås h:d;Västergötland;6399480,3626;386076,2487;57,723;13,0873
215;;;;Hiortrydz;ähgor;bebyggelsenamn;O2;O2:165;;7127;https://sok.riksarkivet.se/topografi/7127;Hjortryd;Toarp;Ås h:d;Västergötland;6399480,3626;386076,2487;57,723;13,0873
216;Hov;;;Hoffs;ägor;bebyggelsenamn;O2;O2:36-37;https://sok.riksarkivet.se/bildvisning/R0000175_00025;;;;;;;;;;
217;Hov;;;Hoffz;ägor;bebyggelsenamn;O2;O2:88-89;;;;;;;;;;;
218;;;;Holt;;bebyggelsenamn;O2;O2:92;https://sok.riksarkivet.se/bildvisning/R0000175_00053;7464;https://sok.riksarkivet.se/topografi/7464;Hult;Härna;Ås h:d;Västergötland;6415439,1603;393349,0046;57,8681;13,2022
219;;;;Holtz;egor;bebyggelsenamn;O2;O2:80-81;https://sok.riksarkivet.se/bildvisning/R0000175_00047;7464;https://sok.riksarkivet.se/topografi/7464;Hult;Härna;Ås h:d;Västergötland;6415439,1603;393349,0046;57,8681;13,2022
220;Hovalid;;;Howalisz;agor;bebyggelsenamn;O2;O2:215-216;;;;;;;;;;;
221;;;i;Huarnum;;bebyggelsenamn;O2;O2:118;https://sok.riksarkivet.se/bildvisning/R0000175_00066;7483;https://sok.riksarkivet.se/topografi/7483;Varnum;Varnum;Ås h:d;Västergötland;6411081,7978;390515,6818;57,8283;13,1564
222;;;;Huarnumma sochn ;;bebyggelsenamn;O2;O2:Register_1;;;;;;;;;;;
223;Vilanda;;;Huilandasz;ägor;bebyggelsenamn;O2;O2:90;;;;;;;;;;;
224;Nygården;;;Hukebackas;ägor;bebyggelsenamn;O2;O2:218;https://sok.riksarkivet.se/bildvisning/R0000175_00117;;;;;;;;;;
225;Nygården;;;Hukebackasz;ägor;bebyggelsenamn;O2;O2:215-216;;;;;;;;;;;
226;;;;Hulasz;ägor;bebyggelsenamn;O2;O2:114;https://sok.riksarkivet.se/bildvisning/R0000175_00064;7477;https://sok.riksarkivet.se/topografi/7477;Övre Hule;Södra Ving;Ås h:d;Västergötland;6408393,353;393271,7058;57,8048;13,204
227;;;;Hule;;bebyggelsenamn;O2;O2:114;https://sok.riksarkivet.se/bildvisning/R0000175_00064;7477;https://sok.riksarkivet.se/topografi/7477;Övre Hule;Södra Ving;Ås h:d;Västergötland;6408393,353;393271,7058;57,8048;13,204
228;;;på;Hule skogh;;naturnamn;O2;O2:86;https://sok.riksarkivet.se/bildvisning/R0000175_00050;7454;https://sok.riksarkivet.se/topografi/7454;Lilla Kartryd;Fänneslunda;Ås h:d;Västergötland;6415564,0787;391546,0256;57,8688;13,1717
229;;;på;Huleskog;;naturnamn;O2;O2:88-89;;7456;https://sok.riksarkivet.se/topografi/7456;Sänningared;Fänneslunda;Ås h:d;Västergötland;6416459,8727;391627,2869;57,8768;13,1727
230;;;på;Huleskoog;;naturnamn;O2;O2:80-81;https://sok.riksarkivet.se/bildvisning/R0000175_00047;7463;https://sok.riksarkivet.se/topografi/7463;Grundryd;Grovare;Ås h:d;Västergötland;6415835,2319;393549,2095;57,8717;13,2054
231;;;på;Hulskogh;;naturnamn;O2;O2:87;https://sok.riksarkivet.se/bildvisning/R0000175_00050;7455;https://sok.riksarkivet.se/topografi/7455;Stora Kartryd;Fänneslunda;Ås h:d;Västergötland;6415799,6176;391560,6713;57,8709;13,1719
232;Hule;;;Hulu;;bebyggelsenamn;O2;O2:125-126;https://sok.riksarkivet.se/bildvisning/R0000175_00070;;;;;;;;;;
233;;;;Huärnumma sochn;;bebyggelsenamn;O2;O2:118;https://sok.riksarkivet.se/bildvisning/R0000175_00066;;;;;;;;;;
234;;;;Hwarnom;;bebyggelsenamn;O2;O2:116-117;;7483;https://sok.riksarkivet.se/topografi/7483;Varnum;Varnum;Ås h:d;Västergötland;6411081,7978;390515,6818;57,8283;13,1564
235;;;;Hwarnum;;bebyggelsenamn;O2;O2:116-117;;7483;https://sok.riksarkivet.se/topografi/7483;Varnum;Varnum;Ås h:d;Västergötland;6411081,7978;390515,6818;57,8283;13,1564
236;;;;Hwarnuma sochn;;bebyggelsenamn;O2;O2:115;;;;;;;;;;;
237;;;;Hyberg;;bebyggelsenamn;O2;O2:198;;7101;https://sok.riksarkivet.se/topografi/7101;Stora Hyberg;Brämhult;Ås h:d;Västergötland;6403458,8949;381666,4847;57,7576;13,0113
